"Species"	"abundance"	"SUBSECTION"
"Picea engelmannii"	100.00	"242Ab"
"Picea engelmannii"	12.38	"242Ac"
"Picea engelmannii"	43.08	"242Ad"
"Picea engelmannii"	100.00	"242Ae"
"Picea engelmannii"	36.74	"242Af"
"Picea engelmannii"	52.89	"242Ag"
"Picea engelmannii"	2.10	"242Ba"
"Picea engelmannii"	42.66	"242Bb"
"Picea engelmannii"	50.33	"242Bd"
"Picea engelmannii"	0.03	"263Af"
"Picea engelmannii"	0.03	"263Ag"
"Picea engelmannii"	84.56	"313Aa"
"Picea engelmannii"	95.60	"313Ab"
"Picea engelmannii"	91.43	"313Ac"
"Picea engelmannii"	89.35	"313Ad"
"Picea engelmannii"	100.00	"313Ae"
"Picea engelmannii"	100.00	"313Ag"
"Picea engelmannii"	100.00	"313Ah"
"Picea engelmannii"	90.00	"313Ai"
"Picea engelmannii"	100.00	"313Aj"
"Picea engelmannii"	36.02	"313Ak"
"Picea engelmannii"	97.53	"313Am"
"Picea engelmannii"	26.48	"313An"
"Picea engelmannii"	69.32	"313Ao"
"Picea engelmannii"	43.70	"313Ap"
"Picea engelmannii"	27.35	"313Aq"
"Picea engelmannii"	100.00	"313Ar"
"Picea engelmannii"	100.00	"313As"
"Picea engelmannii"	52.64	"313At"
"Picea engelmannii"	58.61	"313Ba"
"Picea engelmannii"	10.72	"313Bc"
"Picea engelmannii"	49.41	"313Bd"
"Picea engelmannii"	92.58	"313Be"
"Picea engelmannii"	69.65	"313Bo"
"Picea engelmannii"	58.32	"313Bp"
"Picea engelmannii"	100.00	"313Bs"
"Picea engelmannii"	1.51	"313Ca"
"Picea engelmannii"	2.68	"313Cb"
"Picea engelmannii"	5.92	"313Cd"
"Picea engelmannii"	64.27	"313Da"
"Picea engelmannii"	52.97	"313Db"
"Picea engelmannii"	100.00	"313Dc"
"Picea engelmannii"	100.00	"313De"
"Picea engelmannii"	100.00	"313Df"
"Picea engelmannii"	25.90	"315Aa"
"Picea engelmannii"	0.01	"315Ab"
"Picea engelmannii"	53.06	"315Ad"
"Picea engelmannii"	28.78	"315Bc"
"Picea engelmannii"	0.17	"315Bd"
"Picea engelmannii"	73.87	"315Ha"
"Picea engelmannii"	100.00	"315Hb"
"Picea engelmannii"	6.64	"321Ac"
"Picea engelmannii"	75.18	"321Ad"
"Picea engelmannii"	34.10	"321Ae"
"Picea engelmannii"	39.71	"321Af"
"Picea engelmannii"	13.27	"321Ag"
"Picea engelmannii"	13.46	"321Ah"
"Picea engelmannii"	4.65	"321Ai"
"Picea engelmannii"	55.99	"321Aj"
"Picea engelmannii"	0.81	"321Ak"
"Picea engelmannii"	32.03	"321Am"
"Picea engelmannii"	76.51	"322Aq"
"Picea engelmannii"	46.95	"322As"
"Picea engelmannii"	76.23	"322Aw"
"Picea engelmannii"	38.58	"322Ax"
"Picea engelmannii"	31.89	"322Ay"
"Picea engelmannii"	27.07	"322Az"
"Picea engelmannii"	58.69	"331Aa"
"Picea engelmannii"	86.43	"331Ac"
"Picea engelmannii"	62.68	"331Af"
"Picea engelmannii"	100.00	"331Ai"
"Picea engelmannii"	1.22	"331Ba"
"Picea engelmannii"	32.63	"331Bc"
"Picea engelmannii"	16.65	"331Bd"
"Picea engelmannii"	100.00	"331Da"
"Picea engelmannii"	47.64	"331Db"
"Picea engelmannii"	44.21	"331Dh"
"Picea engelmannii"	1.69	"331Fk"
"Picea engelmannii"	2.51	"331Fm"
"Picea engelmannii"	100.00	"331Gb"
"Picea engelmannii"	37.69	"331Ge"
"Picea engelmannii"	3.74	"331Gf"
"Picea engelmannii"	80.01	"331Gg"
"Picea engelmannii"	6.92	"331Ha"
"Picea engelmannii"	25.92	"331Hb"
"Picea engelmannii"	0.41	"331Hc"
"Picea engelmannii"	99.52	"331He"
"Picea engelmannii"	59.54	"331Ia"
"Picea engelmannii"	39.38	"331If"
"Picea engelmannii"	44.18	"331Ig"
"Picea engelmannii"	40.04	"331Ih"
"Picea engelmannii"	100.00	"331Ii"
"Picea engelmannii"	100.00	"331Ja"
"Picea engelmannii"	100.00	"331Jb"
"Picea engelmannii"	100.00	"331Jc"
"Picea engelmannii"	100.00	"331Jd"
"Picea engelmannii"	9.49	"331Kb"
"Picea engelmannii"	50.92	"331Kd"
"Picea engelmannii"	1.97	"331Ke"
"Picea engelmannii"	0.88	"331Kf"
"Picea engelmannii"	98.69	"331Kh"
"Picea engelmannii"	21.88	"331Ki"
"Picea engelmannii"	100.00	"331Kj"
"Picea engelmannii"	85.62	"331Na"
"Picea engelmannii"	77.36	"331Nb"
"Picea engelmannii"	50.77	"331Nc"
"Picea engelmannii"	100.00	"341Aa"
"Picea engelmannii"	100.00	"341Ab"
"Picea engelmannii"	100.00	"341Ac"
"Picea engelmannii"	100.00	"341Ap"
"Picea engelmannii"	100.00	"341Aq"
"Picea engelmannii"	100.00	"341Ar"
"Picea engelmannii"	100.00	"341As"
"Picea engelmannii"	100.00	"341At"
"Picea engelmannii"	100.00	"341Au"
"Picea engelmannii"	100.00	"341Av"
"Picea engelmannii"	100.00	"341Aw"
"Picea engelmannii"	100.00	"341Ax"
"Picea engelmannii"	100.00	"341Ba"
"Picea engelmannii"	100.00	"341Bb"
"Picea engelmannii"	100.00	"341Bc"
"Picea engelmannii"	100.00	"341Bd"
"Picea engelmannii"	100.00	"341Be"
"Picea engelmannii"	100.00	"341Bf"
"Picea engelmannii"	100.00	"341Bg"
"Picea engelmannii"	100.00	"341Bh"
"Picea engelmannii"	100.00	"341Bj"
"Picea engelmannii"	100.00	"341Bk"
"Picea engelmannii"	100.00	"341Bm"
"Picea engelmannii"	100.00	"341Bn"
"Picea engelmannii"	100.00	"341Bo"
"Picea engelmannii"	100.00	"341Bp"
"Picea engelmannii"	100.00	"341Bq"
"Picea engelmannii"	100.00	"341Ca"
"Picea engelmannii"	1.90	"341Ea"
"Picea engelmannii"	26.37	"341Fj"
"Picea engelmannii"	100.00	"341Fk"
"Picea engelmannii"	96.19	"341Fm"
"Picea engelmannii"	100.00	"341Fn"
"Picea engelmannii"	1.59	"341Fo"
"Picea engelmannii"	100.00	"341Ga"
"Picea engelmannii"	92.60	"341Gb"
"Picea engelmannii"	58.17	"341Gc"
"Picea engelmannii"	100.00	"342Aa"
"Picea engelmannii"	100.00	"342Ac"
"Picea engelmannii"	99.87	"342Ad"
"Picea engelmannii"	24.17	"342Ba"
"Picea engelmannii"	1.07	"342Bb"
"Picea engelmannii"	23.25	"342Ca"
"Picea engelmannii"	7.94	"342Cb"
"Picea engelmannii"	12.99	"342Cc"
"Picea engelmannii"	0.46	"342Cd"
"Picea engelmannii"	83.62	"342Db"
"Picea engelmannii"	52.17	"342Dc"
"Picea engelmannii"	90.20	"342Dd"
"Picea engelmannii"	80.77	"342De"
"Picea engelmannii"	5.12	"342Df"
"Picea engelmannii"	97.85	"342Dg"
"Picea engelmannii"	99.50	"342Dh"
"Picea engelmannii"	49.92	"342Di"
"Picea engelmannii"	13.78	"342Dk"
"Picea engelmannii"	3.26	"342Dl"
"Picea engelmannii"	68.88	"342Dm"
"Picea engelmannii"	100.00	"342Ea"
"Picea engelmannii"	100.00	"342Eb"
"Picea engelmannii"	100.00	"342Ec"
"Picea engelmannii"	100.00	"342Fa"
"Picea engelmannii"	100.00	"342Fb"
"Picea engelmannii"	96.73	"342Fc"
"Picea engelmannii"	100.00	"342Fd"
"Picea engelmannii"	100.00	"342Ff"
"Picea engelmannii"	100.00	"342Fg"
"Picea engelmannii"	100.00	"342Fi"
"Picea engelmannii"	100.00	"342Fj"
"Picea engelmannii"	100.00	"342Fk"
"Picea engelmannii"	100.00	"342Fl"
"Picea engelmannii"	54.90	"342Ga"
"Picea engelmannii"	38.04	"342Gb"
"Picea engelmannii"	21.17	"342Gd"
"Picea engelmannii"	100.00	"342Ge"
"Picea engelmannii"	75.50	"342Gf"
"Picea engelmannii"	100.00	"342Gg"
"Picea engelmannii"	0.40	"342Gj"
"Picea engelmannii"	65.23	"342Ha"
"Picea engelmannii"	72.56	"342Hb"
"Picea engelmannii"	100.00	"342Hc"
"Picea engelmannii"	31.35	"342Hd"
"Picea engelmannii"	36.10	"342He"
"Picea engelmannii"	22.12	"342Ia"
"Picea engelmannii"	14.97	"342Ib"
"Picea engelmannii"	65.11	"342Ic"
"Picea engelmannii"	22.54	"342Id"
"Picea engelmannii"	41.27	"342Ie"
"Picea engelmannii"	77.68	"342Ig"
"Picea engelmannii"	93.74	"342Im"
"Picea engelmannii"	87.62	"342Ja"
"Picea engelmannii"	60.44	"342Jb"
"Picea engelmannii"	13.99	"M242Aa"
"Picea engelmannii"	54.39	"M242Ac"
"Picea engelmannii"	0.27	"M242Ad"
"Picea engelmannii"	21.01	"M242Ag"
"Picea engelmannii"	25.66	"M242Ai"
"Picea engelmannii"	59.83	"M242Ba"
"Picea engelmannii"	68.78	"M242Bb"
"Picea engelmannii"	95.67	"M242Bc"
"Picea engelmannii"	74.63	"M242Be"
"Picea engelmannii"	66.25	"M242Bg"
"Picea engelmannii"	100.00	"M242Ca"
"Picea engelmannii"	100.00	"M242Cb"
"Picea engelmannii"	100.00	"M242Cc"
"Picea engelmannii"	100.00	"M242Cd"
"Picea engelmannii"	73.38	"M242Ce"
"Picea engelmannii"	100.00	"M242Cf"
"Picea engelmannii"	100.00	"M242Da"
"Picea engelmannii"	100.00	"M242Db"
"Picea engelmannii"	100.00	"M242Dd"
"Picea engelmannii"	100.00	"M242De"
"Picea engelmannii"	100.00	"M242Df"
"Picea engelmannii"	100.00	"M242Dg"
"Picea engelmannii"	100.00	"M242Dh"
"Picea engelmannii"	18.27	"M261Aa"
"Picea engelmannii"	100.00	"M261Ac"
"Picea engelmannii"	52.16	"M261Ad"
"Picea engelmannii"	100.00	"M261Ae"
"Picea engelmannii"	89.46	"M261Af"
"Picea engelmannii"	100.00	"M261Ag"
"Picea engelmannii"	100.00	"M261Ah"
"Picea engelmannii"	100.00	"M261Ai"
"Picea engelmannii"	100.00	"M261Aj"
"Picea engelmannii"	37.89	"M261Ao"
"Picea engelmannii"	100.00	"M261Ap"
"Picea engelmannii"	61.78	"M261Aq"
"Picea engelmannii"	95.14	"M261Ar"
"Picea engelmannii"	67.47	"M261Au"
"Picea engelmannii"	66.87	"M261Av"
"Picea engelmannii"	19.30	"M261Ba"
"Picea engelmannii"	11.45	"M261Bb"
"Picea engelmannii"	7.41	"M261Ca"
"Picea engelmannii"	29.03	"M261Cb"
"Picea engelmannii"	100.00	"M261Da"
"Picea engelmannii"	100.00	"M261Db"
"Picea engelmannii"	3.82	"M261Dd"
"Picea engelmannii"	100.00	"M261Df"
"Picea engelmannii"	81.21	"M261Dh"
"Picea engelmannii"	97.29	"M261Di"
"Picea engelmannii"	98.00	"M261Dj"
"Picea engelmannii"	55.22	"M261Dl"
"Picea engelmannii"	29.33	"M261Dm"
"Picea engelmannii"	23.31	"M261Fa"
"Picea engelmannii"	84.44	"M261Ga"
"Picea engelmannii"	30.63	"M261Gc"
"Picea engelmannii"	1.93	"M261Gd"
"Picea engelmannii"	9.19	"M261Gj"
"Picea engelmannii"	1.92	"M313Ab"
"Picea engelmannii"	28.13	"M313Ac"
"Picea engelmannii"	62.55	"M313Ad"
"Picea engelmannii"	83.30	"M313Ae"
"Picea engelmannii"	43.47	"M313Af"
"Picea engelmannii"	83.67	"M313Ag"
"Picea engelmannii"	76.33	"M313Ah"
"Picea engelmannii"	70.36	"M313Ak"
"Picea engelmannii"	76.23	"M313Al"
"Picea engelmannii"	100.00	"M313Am"
"Picea engelmannii"	29.67	"M313Ba"
"Picea engelmannii"	77.05	"M313Bb"
"Picea engelmannii"	88.54	"M313Bd"
"Picea engelmannii"	91.81	"M313Bf"
"Picea engelmannii"	100.00	"M313Bg"
"Picea engelmannii"	100.00	"M331Aa"
"Picea engelmannii"	100.00	"M331Ab"
"Picea engelmannii"	100.00	"M331Ac"
"Picea engelmannii"	100.00	"M331Ad"
"Picea engelmannii"	100.00	"M331Ae"
"Picea engelmannii"	100.00	"M331Ag"
"Picea engelmannii"	100.00	"M331Ah"
"Picea engelmannii"	100.00	"M331Ai"
"Picea engelmannii"	100.00	"M331Aj"
"Picea engelmannii"	100.00	"M331Ak"
"Picea engelmannii"	100.00	"M331Al"
"Picea engelmannii"	100.00	"M331Am"
"Picea engelmannii"	100.00	"M331Ap"
"Picea engelmannii"	100.00	"M331Ar"
"Picea engelmannii"	100.00	"M331As"
"Picea engelmannii"	79.15	"M331Ba"
"Picea engelmannii"	100.00	"M331Bb"
"Picea engelmannii"	100.00	"M331Da"
"Picea engelmannii"	100.00	"M331Db"
"Picea engelmannii"	100.00	"M331Dc"
"Picea engelmannii"	99.66	"M331Dd"
"Picea engelmannii"	100.00	"M331Df"
"Picea engelmannii"	41.84	"M331Di"
"Picea engelmannii"	31.10	"M331Dk"
"Picea engelmannii"	100.00	"M331Dm"
"Picea engelmannii"	94.75	"M331Dn"
"Picea engelmannii"	55.45	"M331Do"
"Picea engelmannii"	100.00	"M331Dq"
"Picea engelmannii"	100.00	"M331Dr"
"Picea engelmannii"	6.31	"M331Du"
"Picea engelmannii"	100.00	"M331Dv"
"Picea engelmannii"	100.00	"M331Dw"
"Picea engelmannii"	100.00	"M331Dx"
"Picea engelmannii"	100.00	"M331Dy"
"Picea engelmannii"	100.00	"M331Dz"
"Picea engelmannii"	100.00	"M331Ea"
"Picea engelmannii"	100.00	"M331Eb"
"Picea engelmannii"	100.00	"M331Ec"
"Picea engelmannii"	96.75	"M331Ed"
"Picea engelmannii"	96.62	"M331Ee"
"Picea engelmannii"	100.00	"M331Eg"
"Picea engelmannii"	100.00	"M331Eh"
"Picea engelmannii"	100.00	"M331Ei"
"Picea engelmannii"	100.00	"M331Ej"
"Picea engelmannii"	100.00	"M331Ek"
"Picea engelmannii"	100.00	"M331El"
"Picea engelmannii"	100.00	"M331Em"
"Picea engelmannii"	100.00	"M331Fa"
"Picea engelmannii"	100.00	"M331Fb"
"Picea engelmannii"	100.00	"M331Fc"
"Picea engelmannii"	100.00	"M331Ff"
"Picea engelmannii"	100.00	"M331Fg"
"Picea engelmannii"	100.00	"M331Fh"
"Picea engelmannii"	100.00	"M331Gc"
"Picea engelmannii"	100.00	"M331Gd"
"Picea engelmannii"	100.00	"M331Gf"
"Picea engelmannii"	100.00	"M331Gk"
"Picea engelmannii"	100.00	"M331Gm"
"Picea engelmannii"	100.00	"M331Gn"
"Picea engelmannii"	100.00	"M331Gq"
"Picea engelmannii"	100.00	"M331Gs"
"Picea engelmannii"	100.00	"M331Gu"
"Picea engelmannii"	100.00	"M331Gv"
"Picea engelmannii"	100.00	"M331Ha"
"Picea engelmannii"	100.00	"M331Hb"
"Picea engelmannii"	100.00	"M331Hd"
"Picea engelmannii"	100.00	"M331Hf"
"Picea engelmannii"	100.00	"M331Hg"
"Picea engelmannii"	100.00	"M331Hh"
"Picea engelmannii"	100.00	"M331Hl"
"Picea engelmannii"	100.00	"M331Hm"
"Picea engelmannii"	100.00	"M331Hn"
"Picea engelmannii"	100.00	"M331Hp"
"Picea engelmannii"	99.91	"M331Ib"
"Picea engelmannii"	96.89	"M331Ic"
"Picea engelmannii"	53.17	"M331Id"
"Picea engelmannii"	100.00	"M331Ig"
"Picea engelmannii"	100.00	"M331Ih"
"Picea engelmannii"	100.00	"M331Ii"
"Picea engelmannii"	100.00	"M331Ij"
"Picea engelmannii"	100.00	"M331Ik"
"Picea engelmannii"	100.00	"M331Il"
"Picea engelmannii"	100.00	"M331In"
"Picea engelmannii"	100.00	"M331Io"
"Picea engelmannii"	100.00	"M331Ip"
"Picea engelmannii"	100.00	"M331Iq"
"Picea engelmannii"	100.00	"M331Ir"
"Picea engelmannii"	100.00	"M331Is"
"Picea engelmannii"	100.00	"M331It"
"Picea engelmannii"	100.00	"M331Iu"
"Picea engelmannii"	100.00	"M331Iv"
"Picea engelmannii"	100.00	"M331Iw"
"Picea engelmannii"	100.00	"M331Ja"
"Picea engelmannii"	100.00	"M331Jb"
"Picea engelmannii"	100.00	"M332Aa"
"Picea engelmannii"	100.00	"M332Aaa"
"Picea engelmannii"	100.00	"M332Ab"
"Picea engelmannii"	100.00	"M332Abb"
"Picea engelmannii"	100.00	"M332Ac"
"Picea engelmannii"	100.00	"M332Ad"
"Picea engelmannii"	100.00	"M332Ae"
"Picea engelmannii"	100.00	"M332Af"
"Picea engelmannii"	90.80	"M332Ag"
"Picea engelmannii"	100.00	"M332Ah"
"Picea engelmannii"	100.00	"M332Ai"
"Picea engelmannii"	100.00	"M332Aj"
"Picea engelmannii"	98.76	"M332Ak"
"Picea engelmannii"	100.00	"M332Al"
"Picea engelmannii"	100.00	"M332All"
"Picea engelmannii"	100.00	"M332Am"
"Picea engelmannii"	100.00	"M332An"
"Picea engelmannii"	100.00	"M332Ao"
"Picea engelmannii"	100.00	"M332Ap"
"Picea engelmannii"	100.00	"M332Aq"
"Picea engelmannii"	100.00	"M332Ar"
"Picea engelmannii"	100.00	"M332As"
"Picea engelmannii"	100.00	"M332At"
"Picea engelmannii"	93.86	"M332Au"
"Picea engelmannii"	78.16	"M332Av"
"Picea engelmannii"	100.00	"M332Aw"
"Picea engelmannii"	100.00	"M332Ax"
"Picea engelmannii"	100.00	"M332Ay"
"Picea engelmannii"	100.00	"M332Az"
"Picea engelmannii"	100.00	"M332Ba"
"Picea engelmannii"	100.00	"M332Bb"
"Picea engelmannii"	100.00	"M332Bc"
"Picea engelmannii"	100.00	"M332Bd"
"Picea engelmannii"	100.00	"M332Be"
"Picea engelmannii"	100.00	"M332Bf"
"Picea engelmannii"	100.00	"M332Bg"
"Picea engelmannii"	100.00	"M332Bh"
"Picea engelmannii"	100.00	"M332Bj"
"Picea engelmannii"	100.00	"M332Bl"
"Picea engelmannii"	100.00	"M332Bp"
"Picea engelmannii"	97.33	"M332Db"
"Picea engelmannii"	100.00	"M332Dc"
"Picea engelmannii"	100.00	"M332De"
"Picea engelmannii"	100.00	"M332Df"
"Picea engelmannii"	100.00	"M332Dh"
"Picea engelmannii"	100.00	"M332Dj"
"Picea engelmannii"	100.00	"M332Dk"
"Picea engelmannii"	100.00	"M332Dp"
"Picea engelmannii"	100.00	"M332Eb"
"Picea engelmannii"	100.00	"M332Ebb"
"Picea engelmannii"	100.00	"M332Ee"
"Picea engelmannii"	100.00	"M332Eee"
"Picea engelmannii"	100.00	"M332Eg"
"Picea engelmannii"	100.00	"M332Egg"
"Picea engelmannii"	100.00	"M332Eh"
"Picea engelmannii"	100.00	"M332Ehh"
"Picea engelmannii"	100.00	"M332Ej"
"Picea engelmannii"	100.00	"M332Ek"
"Picea engelmannii"	100.00	"M332Ekk"
"Picea engelmannii"	100.00	"M332En"
"Picea engelmannii"	100.00	"M332Enn"
"Picea engelmannii"	100.00	"M332Ep"
"Picea engelmannii"	99.74	"M332Er"
"Picea engelmannii"	100.00	"M332Ez"
"Picea engelmannii"	100.00	"M332Fa"
"Picea engelmannii"	100.00	"M332Fb"
"Picea engelmannii"	100.00	"M332Fc"
"Picea engelmannii"	100.00	"M332Fd"
"Picea engelmannii"	100.00	"M332Fg"
"Picea engelmannii"	100.00	"M332Fh"
"Picea engelmannii"	100.00	"M332Fi"
"Picea engelmannii"	68.66	"M332Gb"
"Picea engelmannii"	100.00	"M332Gc"
"Picea engelmannii"	98.68	"M332Gd"
"Picea engelmannii"	100.00	"M332Ge"
"Picea engelmannii"	100.00	"M332Gf"
"Picea engelmannii"	52.54	"M332Gh"
"Picea engelmannii"	100.00	"M332Gk"
"Picea engelmannii"	100.00	"M332Gl"
"Picea engelmannii"	100.00	"M332Gm"
"Picea engelmannii"	100.00	"M332Gp"
"Picea engelmannii"	100.00	"M333Aa"
"Picea engelmannii"	100.00	"M333Ab"
"Picea engelmannii"	100.00	"M333Ac"
"Picea engelmannii"	100.00	"M333Ad"
"Picea engelmannii"	99.99	"M333Ae"
"Picea engelmannii"	100.00	"M333Ag"
"Picea engelmannii"	100.00	"M333Ah"
"Picea engelmannii"	100.00	"M333Ai"
"Picea engelmannii"	100.00	"M333Ba"
"Picea engelmannii"	100.00	"M333Bb"
"Picea engelmannii"	100.00	"M333Bc"
"Picea engelmannii"	100.00	"M333Ca"
"Picea engelmannii"	100.00	"M333Cb"
"Picea engelmannii"	100.00	"M333Cc"
"Picea engelmannii"	100.00	"M333Ce"
"Picea engelmannii"	100.00	"M333Cf"
"Picea engelmannii"	100.00	"M333Cg"
"Picea engelmannii"	100.00	"M333Ch"
"Picea engelmannii"	100.00	"M333Da"
"Picea engelmannii"	100.00	"M333Db"
"Picea engelmannii"	100.00	"M333Dc"
"Picea engelmannii"	100.00	"M333Dd"
"Picea engelmannii"	100.00	"M333De"
"Picea engelmannii"	100.00	"M341Aa"
"Picea engelmannii"	100.00	"M341Ac"
"Picea engelmannii"	100.00	"M341Ad"
"Picea engelmannii"	100.00	"M341Ae"
"Picea engelmannii"	77.12	"M341Ag"
"Picea engelmannii"	84.87	"M341Ah"
"Picea engelmannii"	97.92	"M341Ai"
"Picea engelmannii"	100.00	"M341Ba"
"Picea engelmannii"	100.00	"M341Bb"
"Picea engelmannii"	100.00	"M341Bc"
"Picea engelmannii"	100.00	"M341Bd"
"Picea engelmannii"	100.00	"M341Be"
"Picea engelmannii"	100.00	"M341Bf"
"Picea engelmannii"	100.00	"M341Bg"
"Picea engelmannii"	100.00	"M341Cb"
"Picea engelmannii"	100.00	"M341Cc"
"Picea engelmannii"	100.00	"M341Cd"
"Picea engelmannii"	100.00	"M341Ce"
"Picea engelmannii"	100.00	"M341Cf"
"Picea engelmannii"	100.00	"M341Cg"
"Picea engelmannii"	100.00	"M341Ch"
"Picea engelmannii"	100.00	"M341Ci"
"Picea engelmannii"	100.00	"M341Cj"
"Picea engelmannii"	100.00	"M341Ck"
"Picea engelmannii"	100.00	"M341Cl"
"Picea engelmannii"	100.00	"M341Cm"
"Picea engelmannii"	100.00	"M341Cn"
"Picea engelmannii"	100.00	"M341Cr"
"Picea engelmannii"	100.00	"M341Cs"
"Picea engelmannii"	100.00	"M341Ct"
"Picea engelmannii"	1.58	"M341Di"
"Picea engelmannii"	0.26	"M341Dl"
"Picea glauca"	99.93	"211Aa"
"Picea glauca"	99.74	"211Ab"
"Picea glauca"	100.00	"211Ba"
"Picea glauca"	99.76	"211Bb"
"Picea glauca"	99.99	"211Ca"
"Picea glauca"	100.00	"211Cb"
"Picea glauca"	100.00	"211Da"
"Picea glauca"	100.00	"211Db"
"Picea glauca"	100.00	"211Dc"
"Picea glauca"	100.00	"211Ea"
"Picea glauca"	100.00	"211Eb"
"Picea glauca"	73.03	"211Ec"
"Picea glauca"	11.74	"211Ed"
"Picea glauca"	96.33	"211Ee"
"Picea glauca"	54.89	"211Fa"
"Picea glauca"	38.47	"211Fb"
"Picea glauca"	2.02	"211Fc"
"Picea glauca"	19.50	"211Ga"
"Picea glauca"	0.28	"211Gb"
"Picea glauca"	39.42	"211Ia"
"Picea glauca"	15.38	"211Ib"
"Picea glauca"	26.14	"211Ja"
"Picea glauca"	10.61	"211Jb"
"Picea glauca"	5.14	"211Jc"
"Picea glauca"	46.77	"211Jd"
"Picea glauca"	8.20	"212Ha"
"Picea glauca"	2.70	"212Hb"
"Picea glauca"	23.12	"212Hc"
"Picea glauca"	29.65	"212Hd"
"Picea glauca"	77.09	"212He"
"Picea glauca"	100.00	"212Hf"
"Picea glauca"	74.19	"212Hg"
"Picea glauca"	2.96	"212Hh"
"Picea glauca"	67.71	"212Hi"
"Picea glauca"	99.55	"212Hj"
"Picea glauca"	99.51	"212Hk"
"Picea glauca"	100.00	"212Hl"
"Picea glauca"	54.11	"212Hm"
"Picea glauca"	100.00	"212Jb"
"Picea glauca"	100.00	"212Jc"
"Picea glauca"	100.00	"212Jo"
"Picea glauca"	100.00	"212Ka"
"Picea glauca"	94.57	"212Kb"
"Picea glauca"	99.36	"212La"
"Picea glauca"	99.96	"212Lb"
"Picea glauca"	100.00	"212Lc"
"Picea glauca"	100.00	"212Ld"
"Picea glauca"	100.00	"212Le"
"Picea glauca"	99.90	"212Ma"
"Picea glauca"	99.77	"212Mb"
"Picea glauca"	100.00	"212Na"
"Picea glauca"	100.00	"212Nb"
"Picea glauca"	97.82	"212Nc"
"Picea glauca"	100.00	"212Nd"
"Picea glauca"	99.55	"212Qa"
"Picea glauca"	98.28	"212Qb"
"Picea glauca"	100.00	"212Qc"
"Picea glauca"	100.00	"212Qd"
"Picea glauca"	100.00	"212Ra"
"Picea glauca"	100.00	"212Rb"
"Picea glauca"	100.00	"212Rc"
"Picea glauca"	100.00	"212Rd"
"Picea glauca"	100.00	"212Re"
"Picea glauca"	100.00	"212Sb"
"Picea glauca"	100.00	"212Sc"
"Picea glauca"	100.00	"212Sn"
"Picea glauca"	100.00	"212Sq"
"Picea glauca"	100.00	"212Ta"
"Picea glauca"	98.19	"212Tb"
"Picea glauca"	100.00	"212Tc"
"Picea glauca"	100.00	"212Te"
"Picea glauca"	100.00	"212Tf"
"Picea glauca"	100.00	"212Xa"
"Picea glauca"	100.00	"212Xb"
"Picea glauca"	100.00	"212Xc"
"Picea glauca"	100.00	"212Xd"
"Picea glauca"	100.00	"212Xe"
"Picea glauca"	100.00	"212Xf"
"Picea glauca"	100.00	"212Xq"
"Picea glauca"	100.00	"212Ya"
"Picea glauca"	39.55	"212Za"
"Picea glauca"	59.28	"212Zb"
"Picea glauca"	85.80	"212Zc"
"Picea glauca"	5.85	"221Ae"
"Picea glauca"	2.00	"221Af"
"Picea glauca"	21.88	"221Ai"
"Picea glauca"	54.31	"221Ak"
"Picea glauca"	49.55	"221Al"
"Picea glauca"	18.93	"221An"
"Picea glauca"	31.98	"221Ba"
"Picea glauca"	60.66	"221Bb"
"Picea glauca"	74.05	"221Bc"
"Picea glauca"	7.25	"221Bd"
"Picea glauca"	2.23	"221Fa"
"Picea glauca"	20.97	"222Ia"
"Picea glauca"	20.69	"222Ib"
"Picea glauca"	29.09	"222Ic"
"Picea glauca"	30.70	"222Id"
"Picea glauca"	29.06	"222Ie"
"Picea glauca"	2.18	"222Jc"
"Picea glauca"	3.20	"222Je"
"Picea glauca"	64.72	"222Kb"
"Picea glauca"	42.50	"222Kc"
"Picea glauca"	53.09	"222Kd"
"Picea glauca"	35.25	"222Ke"
"Picea glauca"	12.86	"222Kf"
"Picea glauca"	11.89	"222Kg"
"Picea glauca"	13.05	"222Kh"
"Picea glauca"	24.75	"222La"
"Picea glauca"	1.68	"222Lb"
"Picea glauca"	9.42	"222Lc"
"Picea glauca"	37.67	"222Ld"
"Picea glauca"	15.21	"222Lf"
"Picea glauca"	57.35	"222Ma"
"Picea glauca"	3.90188668211861e-03	"222Mb"
"Picea glauca"	79.33	"222Mc"
"Picea glauca"	8.65	"222Md"
"Picea glauca"	1.04	"222Me"
"Picea glauca"	99.85	"222Na"
"Picea glauca"	27.34	"222Ra"
"Picea glauca"	72.62	"222Rb"
"Picea glauca"	7.27	"222Ua"
"Picea glauca"	0.04	"222Ud"
"Picea glauca"	0.67	"222Ue"
"Picea glauca"	31.51	"251Aa"
"Picea glauca"	0.53	"251Ba"
"Picea glauca"	11.30	"331Da"
"Picea glauca"	8.38	"331Dh"
"Picea glauca"	39.74	"331Fb"
"Picea glauca"	62.74	"331Fd"
"Picea glauca"	19.05	"331Ff"
"Picea glauca"	23.63	"331Fh"
"Picea glauca"	7.79	"331Fs"
"Picea glauca"	15.51	"331Fv"
"Picea glauca"	3.02	"331Ge"
"Picea glauca"	11.47	"331Ma"
"Picea glauca"	0.68	"331Mi"
"Picea glauca"	1.18	"342Db"
"Picea glauca"	36.55	"342Dd"
"Picea glauca"	99.62	"M211Aa"
"Picea glauca"	99.91	"M211Ab"
"Picea glauca"	100.00	"M211Ac"
