"Species"	"SumOfkm2"
"Distichlis spicata"	4266258.40
"Dithyrea californica"	321164.48
"Dithyrea maritima"	30594.92
"Ditrysinia fruticosa"	432546.95
"Dodecahema leptoceras"	10401.81
"Dodecatheon alpinum"	823183.25
"Dodecatheon amethystinum"	77427.04
"Dodecatheon austrofrigidum"	12241.39
"Dodecatheon clevelandii"	184671.34
"Dodecatheon conjugens"	1009642.03
"Dodecatheon dentatum"	198874.73
"Dodecatheon frenchii"	36873.72
"Dodecatheon hendersonii"	417986.02
"Dodecatheon jeffreyi"	755498.41
"Dodecatheon meadia"	976819.52
"Dodecatheon poeticum"	61626.01
"Dodecatheon pulchellum"	2136176.24
"Dodecatheon redolens"	376100.31
"Dodonaea viscosa"	170132.30
"Doellingeria infirma"	572708.14
"Doellingeria sericocarpoides"	225698.40
"Doellingeria umbellata"	1431296.76
"Douglasia conservatorum"	14025.55
"Douglasia idahoensis"	51346.44
"Douglasia laevigata"	93853.13
"Douglasia montana"	304478.87
"Douglasia nivalis"	48283.39
"Downingia bacigalupii"	374589.84
"Downingia bella"	108161.47
"Downingia bicornuta"	334685.17
"Downingia concolor"	79319.28
"Downingia cuspidata"	262806.92
"Downingia elegans"	472950.03
"Downingia insignis"	237248.72
"Downingia laeta"	448782.41
"Downingia montana"	92748.61
"Downingia ornatissima"	105934.75
"Downingia pulchella"	179327.92
"Downingia pulcherrima"	63899.39
"Downingia pusilla"	52038.89
"Downingia willamettensis"	110030.16
"Downingia yina"	309432.46
"Draba abajoensis"	105650.15
"Draba albertina"	1477124.40
"Draba aprica"	66017.63
"Draba arabisans"	129914.58
"Draba argyrea"	44525.28
"Draba arida"	61356.47
"Draba asprella"	131547.34
"Draba asterophora"	37286.54
"Draba aurea"	1018566.22
"Draba aureola"	91729.88
"Draba bifurcata"	94534.75
"Draba brachycarpa"	1139759.30
"Draba brachystylis"	40007.60
"Draba breweri"	113100.42
"Draba burkei"	20343.27
"Draba californica"	43912.96
"Draba cana"	695916.68
"Draba carnosula"	27326.32
"Draba corrugata"	10401.81
"Draba crassa"	246195.08
"Draba crassifolia"	904241.46
"Draba cruciata"	47184.90
"Draba cuneifolia"	2087100.65
"Draba cusickii"	26530.51
"Draba cyclomorpha"	13476.16
"Draba daviesiae"	6221.67
"Draba densifolia"	686772.69
"Draba exunguiculata"	22033.58
"Draba fladnizensis"	241375.54
"Draba glabella"	23226.44
"Draba globosa"	213206.96
"Draba graminea"	34270.54
"Draba grayana"	64129.69
"Draba heilii"	20198.63
"Draba helleriana"	410489.37
"Draba hitchcockii"	18585.41
"Draba howellii"	62132.83
"Draba incana"	3289.90
"Draba incerta"	483045.27
"Draba incrassata"	23697.31
"Draba inexpectata"	4879.96
"Draba jaegeri"	20897.89
"Draba juvenilis"	4485.25
"Draba kassii"	26735.07
"Draba lemmonii"	105524.87
"Draba lonchocarpa"	817191.63
"Draba longisquamosa"	54645.45
"Draba macounii"	21450.87
"Draba maguirei"	4643.48
"Draba malpighiacea"	12611.50
"Draba mogollonica"	77221.96
"Draba monoensis"	8118.37
"Draba norvegica"	4141.04
"Draba novolympica"	467154.97
"Draba oligosperma"	910409.87
"Draba oreibata"	41901.27
"Draba paucifructa"	20897.89
"Draba paysonii"	274354.85
"Draba pectinipila"	71040.12
"Draba pedicellata"	143339.31
"Draba pennellii"	23040.14
"Draba petrophila"	42819.34
"Draba platycarpa"	491946.97
"Draba porsildii"	74705.65
"Draba praealta"	497794.65
"Draba pterosperma"	16440.13
"Draba ramosissima"	83889.34
"Draba ramulosa"	8639.65
"Draba rectifructa"	427295.09
"Draba reptans"	2300900.97
"Draba ruaxes"	24670.82
"Draba santaquinensis"	5558.76
"Draba saxosa"	71048.20
"Draba serpentina"	37343.61
"Draba sharsmithii"	54645.45
"Draba sierrae"	50209.17
"Draba smithii"	42821.87
"Draba sobolifera"	8639.65
"Draba spectabilis"	242795.66
"Draba sphaerocarpa"	57475.63
"Draba sphaeroides"	67581.70
"Draba standleyi"	118580.54
"Draba stenoloba"	78077.57
"Draba streptobrachia"	95170.02
"Draba streptocarpa"	196078.42
"Draba subalpina"	56770.74
"Draba subumbellata"	43912.96
"Draba trichocarpa"	12788.86
"Draba ventosa"	128066.24
"Draba viridis"	39647.28
"Draba weberi"	7335.40
"Draba zionensis"	34265.74
"Dracocephalum parviflorum"	1933967.50
"Dracopis amplexicaulis"	720087.89
"Draperia systyla"	119307.21
"Drosera anglica"	441738.04
"Drosera brevifolia"	681575.59
"Drosera capillaris"	558089.52
"Drosera filiformis"	51295.72
"Drosera intermedia"	903923.96
"Drosera linearis"	131188.66
"Drosera rotundifolia"	1465921.41
"Drosera tracyi"	70966.22
"Dryas ajanensis"	188042.52
"Dryas drummondii"	127780.83
"Dryas integrifolia"	23602.90
"Dryas punctata"	409759.61
"Drymaria cordata"	139546.79
"Drymaria effusa"	198797.17
"Drymaria glandulosa"	406577.59
"Drymaria laxiflora"	50210.20
"Drymaria leptophylla"	372260.15
"Drymaria molluginea"	439221.50
"Drymaria pachyphylla"	149876.50
"Drymaria viscosa"	14301.70
"Drymocallis arguta"	1836871.32
"Drymocallis arizonica"	103206.08
"Drymocallis ashlandica"	301199.89
"Drymocallis campanulata"	32037.58
"Drymocallis convallaria"	1408071.86
"Drymocallis cuneifolia"	10401.81
"Drymocallis deseretica"	57916.28
"Drymocallis fissa"	419028.26
"Drymocallis glabrata"	513437.84
"Drymocallis glandulosa"	1054329.53
"Drymocallis hansenii"	119387.62
"Drymocallis lactea"	835200.37
"Drymocallis micropetala"	74447.65
"Drymocallis pseudorupestris"	906511.50
"Drymocallis rhomboidea"	71129.83
"Dryopetalon runcinatum"	143237.53
"Dryopteris arguta"	579838.79
"Dryopteris campyloptera"	290912.68
"Dryopteris carthusiana"	1677767.45
"Dryopteris celsa"	199842.17
"Dryopteris cinnamomea"	24279.26
"Dryopteris clintoniana"	376848.24
"Dryopteris cristata"	1339794.58
"Dryopteris expansa"	593534.33
"Dryopteris filix-mas"	1451937.69
"Dryopteris fragrans"	219584.59
"Dryopteris goldiana"	926106.61
"Dryopteris intermedia"	1220533.94
"Dryopteris ludoviciana"	307420.03
"Dryopteris marginalis"	1434308.86
"Drypetes diversifolia"	7629.71
"Drypetes lateriflora"	25159.94
"Dudleya abramsii"	169389.54
"Dudleya arizonica"	303536.34
"Dudleya attenuata"	10952.72
"Dudleya blochmaniae"	43593.19
"Dudleya brevifolia"	10952.72
"Dudleya caespitosa"	83533.87
"Dudleya candelabrum"	6920.71
"Dudleya cymosa"	332045.76
"Dudleya densiflora"	10401.81
"Dudleya edulis"	12998.27
"Dudleya farinosa"	90791.52
"Dudleya gnoma"	6920.71
"Dudleya greenei"	17322.52
"Dudleya lanceolata"	93742.33
"Dudleya multicaulis"	23400.08
"Dudleya nesiotica"	6920.71
"Dudleya palmeri"	40115.53
"Dudleya parva"	4787.36
"Dudleya pulverulenta"	149554.68
"Dudleya saxosa"	238397.24
"Dudleya stolonifera"	2045.55
"Dudleya traskiae"	6920.71
"Dudleya variegata"	10952.72
"Dudleya verityi"	4787.36
"Dudleya virens"	24155.44
"Dudleya viscida"	12998.27
"Dulichium arundinaceum"	2012307.09
"Dyschoriste angusta"	39393.44
"Dyschoriste crenulata"	10986.85
"Dyschoriste humistrata"	95234.54
"Dyschoriste linearis"	468560.09
"Dyschoriste oblongifolia"	236706.42
"Dyschoriste schiedeana"	189206.32
"Dysodiopsis tagetoides"	109584.54
"Dysphania graveolens"	605578.15
"Dyssodia papposa"	1606564.98
"Eastwoodia elegans"	87046.89
"Eatonella nivea"	440757.09
"Ebenopsis ebano"	46967.46
"Echeandia chandleri"	6585.83
"Echeandia flavescens"	470671.59
"Echeandia texensis"	2270.36
"Echeveria strictiflora"	31669.12
"Echinacea angustifolia"	1688346.56
"Echinacea atrorubens"	151216.21
"Echinacea laevigata"	47611.65
"Echinacea pallida"	855488.65
"Echinacea paradoxa"	78310.36
"Echinacea purpurea"	614299.21
"Echinacea sanguinea"	179272.32
"Echinacea simulata"	82942.93
"Echinocactus horizonthalonius"	230509.65
"Echinocactus polycephalus"	292248.04
"Echinocactus texensis"	379925.97
"Echinocactus xeranthemoides"	114767.87
"Echinocereus arizonicus"	146130.21
"Echinocereus berlandieri"	22413.26
"Echinocereus bonkerae"	126153.79
"Echinocereus chisoensis"	15910.30
"Echinocereus coccineus"	1321707.84
"Echinocereus dasyacanthus"	226967.32
"Echinocereus davisii"	15910.30
"Echinocereus engelmannii"	724392.02
"Echinocereus enneacanthus"	255379.17
"Echinocereus fasciculatus"	174472.41
"Echinocereus fendleri"	572769.67
"Echinocereus ledingii"	51736.33
"Echinocereus milleri"	2387.68
"Echinocereus mojavensis"	1197563.95
"Echinocereus nicholii"	47614.28
"Echinocereus papillosus"	48316.67
"Echinocereus pectinatus"	52401.67
"Echinocereus pentalophus"	28843.14
"Echinocereus polyacanthus"	95953.61
"Echinocereus poselgeri"	27068.19
"Echinocereus pseudopectinatus"	15924.34
"Echinocereus reichenbachii"	648415.99
"Echinocereus rigidissimus"	95763.62
"Echinocereus roetteri"	154871.88
"Echinocereus russanthus"	21830.64
"Echinocereus stramineus"	134210.50
"Echinocereus viridiflorus"	699686.62
"Echinochloa crus-pavonis"	1110532.73
"Echinochloa muricata"	5522428.46
"Echinochloa oplismenoides"	19096.40
"Echinochloa paludigena"	85551.62
"Echinochloa polystachya"	41462.44
"Echinochloa walteri"	914451.77
"Echinocystis lobata"	2120089.06
"Echinodorus berteroi"	1150531.29
"Echinodorus cordifolius"	931971.10
"Echinodorus floridanus"	1680.75
"Echinomastus erectocentrus"	77450.30
"Echinomastus gautii"	2326.14
"Echinomastus intertextus"	256158.14
"Echinomastus johnsonii"	283670.01
"Echinomastus mariposensis"	25748.78
"Echinomastus warnockii"	53331.50
"Echinopepon coulteri"	82921.39
"Echinopepon wrightii"	130299.37
"Echites umbellatus"	22786.72
"Eclipta prostrata"	3073055.84
"Egletes viscosa"	2270.36
"Ehrendorferia chrysantha"	300855.14
"Ehrendorferia ochroleuca"	41041.90
"Ehretia anacua"	85476.12
"Elaeagnus commutata"	844321.22
"Elatine americana"	150260.15
"Elatine brachysperma"	691203.17
"Elatine californica"	376825.90
"Elatine heterandra"	59437.19
"Elatine minima"	327189.73
"Elatine rubella"	1073866.72
"Eleocharis acicularis"	4657888.37
"Eleocharis aestuum"	34525.89
"Eleocharis albida"	290383.71
"Eleocharis atropurpurea"	330533.60
"Eleocharis baldwinii"	548607.60
"Eleocharis bella"	1040948.44
"Eleocharis bifida"	31803.69
"Eleocharis bolanderi"	540505.83
"Eleocharis brachycarpa"	2128.27
"Eleocharis cancellata"	9092.40
"Eleocharis cellulosa"	278740.50
"Eleocharis compressa"	1112579.80
"Eleocharis confervoides"	56409.49
"Eleocharis cylindrica"	19582.81
"Eleocharis decumbens"	149844.95
"Eleocharis diandra"	37468.03
"Eleocharis elliptica"	760789.52
"Eleocharis elongata"	131966.77
"Eleocharis engelmannii"	1505979.58
"Eleocharis equisetoides"	376803.50
"Eleocharis fallax"	122263.64
"Eleocharis flavescens"	517651.29
"Eleocharis geniculata"	711722.62
"Eleocharis halophila"	75065.34
"Eleocharis intermedia"	504752.72
"Eleocharis interstincta"	101375.29
"Eleocharis lanceolata"	224948.62
"Eleocharis mamillata"	6119.35
"Eleocharis melanocarpa"	243846.86
"Eleocharis microcarpa"	719629.96
"Eleocharis minima"	44837.04
"Eleocharis montana"	382392.68
"Eleocharis montevidensis"	1620651.79
"Eleocharis mutata"	6923.88
"Eleocharis nana"	8547.99
"Eleocharis nitida"	49176.96
"Eleocharis obtusa"	3794731.20
"Eleocharis obtusetrigona"	4497.25
"Eleocharis occulta"	120037.62
"Eleocharis olivacea"	568502.05
"Eleocharis palustris"	6212809.66
"Eleocharis parishii"	1330648.10
"Eleocharis parvula"	1259823.93
"Eleocharis quadrangulata"	912427.71
"Eleocharis quinqueflora"	1954810.79
"Eleocharis radicans"	317248.00
"Eleocharis ravenelii"	24345.91
"Eleocharis retroflexa"	7351.21
"Eleocharis reverchonii"	40648.01
"Eleocharis robbinsii"	372299.34
"Eleocharis rostellata"	1894379.39
"Eleocharis suksdorfiana"	616670.54
"Eleocharis tenuis"	1193643.10
"Eleocharis torticulmis"	6744.92
"Eleocharis tortilis"	335204.54
"Eleocharis tricostata"	201726.03
"Eleocharis tuberculosa"	754317.36
"Eleocharis vivipara"	222531.15
"Eleocharis wolfii"	331760.30
"Elephantopus carolinianus"	1725746.75
"Elephantopus elatus"	307973.03
"Elephantopus nudatus"	512399.83
"Elephantopus tomentosus"	976876.65
"Elionurus barbiculmis"	128578.46
"Elionurus tripsacoides"	263119.42
"Elliottia pyroliflora"	46839.67
"Elliottia racemosa"	27100.86
"Ellisia nyctelea"	2198845.16
"Elmera racemosa"	135562.11
"Elodea bifoliata"	671783.80
"Elodea canadensis"	2906223.80
"Elodea nuttallii"	1563216.23
"Elodea schweinitzii"	6402.08
"Eltroplectris calcarata"	11125.45
"Elymus alaskanus"	815573.38
"Elymus albicans"	737543.69
"Elymus arizonicus"	320523.95
"Elymus bakeri"	263801.11
"Elymus canadensis"	4963016.46
"Elymus churchii"	29809.02
"Elymus curvatus"	797335.62
"Elymus diversiglumis"	186312.40
"Elymus elymoides"	3589420.55
"Elymus glabriflorus"	1206574.41
"Elymus glaucus"	2766870.76
"Elymus hirsutus"	57117.28
"Elymus hystrix"	2145090.02
"Elymus interruptus"	271043.97
"Elymus lanceolatus"	2548378.92
"Elymus macgregorii"	540423.74
"Elymus multisetus"	1371984.08
"Elymus pringlei"	15910.30
"Elymus riparius"	1047377.44
"Elymus scribneri"	1191379.16
"Elymus sierrae"	103763.10
"Elymus stebbinsii"	209345.49
"Elymus svensonii"	14223.48
"Elymus texensis"	9458.72
"Elymus trachycaulus"	4262261.06
"Elymus villosus"	2110052.06
"Elymus virginicus"	4625134.21
"Elymus wawawaiensis"	152549.25
"Elymus wiegandii"	441593.30
"Elytraria bromoides"	19890.83
"Elytraria caroliniensis"	141616.00
"Elytraria imbricata"	71831.71
"Emmenanthe penduliflora"	564226.79
"Emorya suaveolens"	15910.30
"Empetrum nigrum"	214379.20
"Encelia actoni"	279650.74
"Encelia californica"	43593.19
"Encelia farinosa"	500770.91
"Encelia frutescens"	546202.31
"Encelia nutans"	68877.61
"Encelia resinifera"	188064.91
"Encelia scaposa"	53830.83
"Encelia virginensis"	508663.17
"Enceliopsis argophylla"	62082.72
"Enceliopsis covillei"	26511.85
"Enceliopsis nudicaulis"	622242.99
"Encyclia boothiana"	9050.91
"Encyclia tampensis"	83177.86
"Endodeca serpentaria"	1815766.01
"Enemion biternatum"	1015948.59
"Enemion hallii"	43358.78
"Enemion occidentale"	175861.04
"Enemion stipitatum"	165763.99
"Engelmannia peristenia"	1142596.00
"Enneapogon desvauxii"	968668.08
"Enteropogon chlorideus"	60841.20
"Ephedra antisyphilitica"	442559.97
"Ephedra aspera"	764914.45
"Ephedra californica"	245675.85
"Ephedra coryi"	45745.54
"Ephedra cutleri"	394151.78
"Ephedra funerea"	223047.22
"Ephedra nevadensis"	902836.83
"Ephedra pedunculata"	103080.58
"Ephedra torreyana"	950212.20
"Ephedra trifurca"	609421.02
"Ephedra viridis"	1107176.13
"Epidendrum amphistomum"	19470.19
"Epidendrum blancheanum"	5178.30
"Epidendrum conopseum"	250813.60
"Epidendrum floridense"	28369.36
"Epidendrum nocturnum"	22059.54
"Epidendrum rigidum"	23657.29
"Epidendrum strobiliferum"	7275.62
"Epifagus virginiana"	1677562.86
"Epigaea repens"	1388275.77
"Epilobium anagallidifolium"	1220522.23
"Epilobium brachycarpum"	2572003.23
"Epilobium campestre"	1001045.99
"Epilobium canum"	967387.13
"Epilobium ciliatum"	4453879.07
"Epilobium clavatum"	811881.80
"Epilobium cleistogamum"	119483.14
"Epilobium coloratum"	1853291.20
"Epilobium densiflorum"	1048186.47
"Epilobium foliosum"	461822.22
"Epilobium glaberrimum"	1310561.56
"Epilobium hallianum"	1840778.47
"Epilobium hornemannii"	1937172.31
"Epilobium howellii"	46558.42
"Epilobium lactiflorum"	1593589.90
"Epilobium leptocarpum"	133715.75
"Epilobium leptophyllum"	1816341.99
"Epilobium luteum"	184118.57
"Epilobium minutum"	1122859.03
"Epilobium mirabile"	4485.25
"Epilobium nevadense"	140966.27
"Epilobium nivium"	27185.84
"Epilobium obcordatum"	433498.28
"Epilobium oreganum"	94491.58
"Epilobium oregonense"	850914.09
"Epilobium pallidum"	148967.96
"Epilobium palustre"	963699.10
"Epilobium rigidum"	27500.27
"Epilobium saximontanum"	1538454.18
"Epilobium septentrionale"	26395.61
"Epilobium siskiyouense"	46217.82
"Epilobium smithii"	57673.50
"Epilobium strictum"	515020.02
"Epilobium suffruticosum"	172976.09
"Epilobium torreyi"	744245.70
"Epipactis gigantea"	1788147.62
"Epithelantha bokei"	25748.78
"Epithelantha micromeris"	235565.46
"Epixiphium wislizeni"	240260.26
"Equisetum arvense"	5189688.11
"Equisetum fluviatile"	1436644.20
"Equisetum hyemale"	5624492.66
"Equisetum laevigatum"	4850918.78
"Equisetum palustre"	528800.53
"Equisetum pratense"	584605.13
"Equisetum scirpoides"	717718.63
"Equisetum sylvaticum"	1010458.99
"Equisetum telmateia"	472504.25
"Equisetum variegatum"	1276756.57
"Eragrostis capillaris"	1247963.20
"Eragrostis curtipedicellata"	886170.88
"Eragrostis elliottii"	445777.64
"Eragrostis erosa"	208321.58
"Eragrostis frankii"	873270.41
"Eragrostis hirsuta"	1050936.23
"Eragrostis hypnoides"	3066702.61
"Eragrostis intermedia"	1316256.04
"Eragrostis lutescens"	346394.07
"Eragrostis mexicana"	1429612.30
"Eragrostis palmeri"	87910.07
"Eragrostis pectinacea"	5067966.96
"Eragrostis pilosa"	185234.97
"Eragrostis polytricha"	9714.03
"Eragrostis refracta"	760516.26
"Eragrostis reptans"	548277.49
"Eragrostis secundiflora"	1287934.65
"Eragrostis sessilispica"	596487.49
"Eragrostis silveana"	63741.60
"Eragrostis spectabilis"	3338607.53
"Eragrostis spicata"	48365.91
"Eragrostis swallenii"	26153.97
"Eragrostis trichodes"	1287222.87
"Eremalche exilis"	540354.60
"Eremalche parryi"	103390.01
"Eremalche rotundifolia"	314171.97
"Eremocarya micrantha"	1002868.98
"Eremocrinum albomarginatum"	127044.92
"Eremogone aberrans"	116677.11
"Eremogone aculeata"	702685.61
"Eremogone capillaris"	643180.64
"Eremogone cliftonii"	11090.09
"Eremogone congesta"	1793974.77
"Eremogone eastwoodiae"	510881.78
"Eremogone fendleri"	761035.75
"Eremogone franklinii"	389510.32
"Eremogone hookeri"	723877.18
"Eremogone kingii"	1077326.65
"Eremogone loisiae"	71906.09
"Eremogone macradenia"	460960.34
"Eremogone pumicola"	98218.78
"Eremogone stenomeres"	48444.40
"Eremogone ursina"	52104.85
"Eremothera boothii"	1114321.12
"Eremothera chamaenerioides"	691445.64
"Eremothera gouldii"	107205.75
"Eremothera minor"	760188.27
"Eremothera nevadensis"	53723.53
"Eremothera pygmaea"	123661.82
"Eremothera refracta"	390742.75
"Eriastrum abramsii"	19156.99
"Eriastrum brandegeeae"	42119.53
"Eriastrum densifolium"	202410.41
"Eriastrum diffusum"	871288.77
"Eriastrum eremicum"	724029.66
"Eriastrum filifolium"	62666.76
"Eriastrum harwoodii"	10952.72
"Eriastrum hooveri"	74488.36
"Eriastrum luteum"	16886.46
"Eriastrum pluriflorum"	121215.26
"Eriastrum sapphirinum"	191007.80
"Eriastrum signatum"	328591.18
"Eriastrum sparsiflorum"	811146.51
"Eriastrum tracyi"	88889.72
"Eriastrum virgatum"	12004.44
"Eriastrum wilcoxii"	810514.14
"Ericameria albida"	282014.25
"Ericameria arborescens"	214881.39
"Ericameria arizonica"	48318.62
"Ericameria bloomeri"	476930.10
"Ericameria brachylepis"	79838.99
"Ericameria cervina"	202280.95
"Ericameria compacta"	20897.89
"Ericameria cooperi"	265136.97
"Ericameria crispa"	23971.02
"Ericameria cuneata"	589735.63
"Ericameria discoidea"	699659.26
"Ericameria ericoides"	66641.70
"Ericameria fasciculata"	8401.42
"Ericameria gilmanii"	60185.63
"Ericameria greenei"	382264.84
"Ericameria laricifolia"	441166.26
"Ericameria lignumviridis"	4992.36
"Ericameria linearifolia"	451808.69
"Ericameria linearis"	116171.96
"Ericameria nana"	601157.65
"Ericameria nauseosa"	3100350.47
"Ericameria obovata"	85745.20
"Ericameria ophitidis"	25920.35
"Ericameria palmeri"	64712.31
"Ericameria paniculata"	357223.21
"Ericameria parishii"	51439.91
"Ericameria parryi"	1474436.47
"Ericameria pinifolia"	51994.62
"Ericameria resinosa"	165154.88
"Ericameria suffruticosa"	636539.61
"Ericameria teretifolia"	304566.32
"Ericameria watsonii"	270738.53
"Ericameria winwardii"	13310.49
"Ericameria zionis"	32684.63
"Erigenia bulbosa"	753364.67
"Erigeron abajoensis"	105811.71
"Erigeron acomanus"	28685.55
"Erigeron acris"	762544.85
"Erigeron aequifolius"	49252.71
"Erigeron algidus"	101291.44
"Erigeron aliceae"	149402.79
"Erigeron allocotus"	38936.82
"Erigeron anchana"	71245.40
"Erigeron annuus"	2890783.61
"Erigeron aphanactis"	744524.27
"Erigeron arenarioides"	59848.93
"Erigeron argentatus"	521623.21
"Erigeron arisolius"	83900.85
"Erigeron arizonicus"	152502.71
"Erigeron asperugineus"	166748.49
"Erigeron aureus"	77769.07
"Erigeron barbellulatus"	102677.34
"Erigeron basalticus"	17207.57
"Erigeron bellidiastrum"	1222151.72
"Erigeron bellioides"	5112.39
"Erigeron bigelovii"	64706.15
"Erigeron biolettii"	27624.06
"Erigeron blochmaniae"	15405.74
"Erigeron bloomeri"	658805.44
"Erigeron breweri"	415304.45
"Erigeron caespitosus"	1001003.94
"Erigeron calvus"	26511.85
"Erigeron canaani"	37416.49
"Erigeron canus"	707200.90
"Erigeron cascadensis"	67060.08
"Erigeron cavernensis"	70093.16
"Erigeron cervinus"	43042.00
"Erigeron chrysopsidis"	394062.34
"Erigeron clokeyi"	218375.21
"Erigeron compactus"	267730.09
"Erigeron compositus"	1975657.20
"Erigeron concinnus"	1249769.02
"Erigeron consimilis"	234275.93
"Erigeron coronarius"	15924.34
