"Habit"	"SUBSECTION"	"abun"
"E.F"	"211Aa"	0.10
"E.F"	"211Ab"	0.10
"E.F"	"211Ba"	0.05
"E.F"	"211Bb"	0.06
"E.F"	"211Cb"	1.86680239901844e-04
"E.F"	"211Da"	0.06
"E.F"	"211Db"	0.03
"E.F"	"211Dc"	0.06
"E.F"	"211Ea"	0.09
"E.F"	"211Eb"	0.10
"E.F"	"211Ec"	0.02
"E.F"	"211Ee"	0.09
"E.F"	"211Fa"	0.10
"E.F"	"211Fb"	0.10
"E.F"	"211Fc"	0.10
"E.F"	"211Fd"	0.09
"E.F"	"211Ff"	0.09
"E.F"	"211Ga"	0.12
"E.F"	"211Gb"	0.11
"E.F"	"211Ia"	0.09
"E.F"	"211Ib"	0.11
"E.F"	"211Ja"	0.11
"E.F"	"211Jb"	0.06
"E.F"	"211Jc"	0.09
"E.F"	"211Jd"	0.09
"E.F"	"221Aa"	0.04
"E.F"	"221Ac"	0.04
"E.F"	"221Ad"	0.03
"E.F"	"221Ae"	0.07
"E.F"	"221Af"	0.07
"E.F"	"221Ag"	0.03
"E.F"	"221Ah"	0.08
"E.F"	"221Ai"	0.03
"E.F"	"221Al"	0.01
"E.F"	"221Am"	0.08
"E.F"	"221An"	0.05
"E.F"	"221Ba"	0.08
"E.F"	"221Bb"	0.07
"E.F"	"221Bc"	0.09
"E.F"	"221Bd"	0.08
"E.F"	"221Da"	0.08
"E.F"	"221Db"	0.05
"E.F"	"221Dc"	0.10
"E.F"	"221Dd"	0.12
"E.F"	"221De"	0.15
"E.F"	"221Ea"	0.09
"E.F"	"221Eb"	0.18
"E.F"	"221Ec"	0.10
"E.F"	"221Ed"	0.05
"E.F"	"221Ee"	0.01
"E.F"	"221Ef"	0.08
"E.F"	"221Eg"	0.06
"E.F"	"221Ej"	0.14
"E.F"	"221En"	0.09
"E.F"	"221Fa"	0.07
"E.F"	"221Fb"	0.06
"E.F"	"221Fc"	0.02
"E.F"	"221Ha"	0.28
"E.F"	"221Hb"	0.23
"E.F"	"221Hc"	0.18
"E.F"	"221Hd"	0.18
"E.F"	"221He"	0.24
"E.F"	"221Ja"	0.15
"E.F"	"221Jb"	0.17
"E.F"	"221Jc"	0.19
"E.F"	"222Hb"	2.94469397707239e-03
"E.F"	"222Hc"	0.08
"E.F"	"222Ia"	0.03
"E.F"	"222Ib"	0.02
"E.F"	"222Ic"	0.01
"E.F"	"222Id"	0.04
"E.F"	"222Ie"	0.04
"E.F"	"223Aa"	0.09
"E.F"	"223Ab"	0.08
"E.F"	"223Ac"	5.89178013256615e-03
"E.F"	"223Ad"	0.08
"E.F"	"223Ae"	0.09
"E.F"	"223Af"	0.08
"E.F"	"223Ag"	0.09
"E.F"	"223Ah"	0.03
"E.F"	"223Aj"	0.06
"E.F"	"223Ak"	0.04
"E.F"	"223Al"	0.08
"E.F"	"223Am"	0.02
"E.F"	"223An"	0.09
"E.F"	"223Ao"	0.05
"E.F"	"223Ap"	0.03
"E.F"	"223Aq"	0.07
"E.F"	"223Ba"	0.03
"E.F"	"223Bb"	0.13
"E.F"	"223Bc"	0.10
"E.F"	"223Bd"	0.14
"E.F"	"223Da"	0.08
"E.F"	"223Db"	0.02
"E.F"	"223Dc"	0.08
"E.F"	"223Dd"	0.12
"E.F"	"223De"	0.11
"E.F"	"223Df"	0.09
"E.F"	"223Dg"	0.13
"E.F"	"223Dh"	0.09
"E.F"	"223Di"	0.09
"E.F"	"223Dj"	0.10
"E.F"	"223Ea"	0.17
"E.F"	"223Eb"	0.17
"E.F"	"223Ec"	0.13
"E.F"	"223Ed"	0.13
"E.F"	"223Ee"	0.11
"E.F"	"223Ef"	0.10
"E.F"	"223Eg"	0.11
"E.F"	"223Eh"	0.12
"E.F"	"223Fa"	0.05
"E.F"	"223Fb"	0.04
"E.F"	"223Fc"	0.11
"E.F"	"223Fd"	0.04
"E.F"	"223Fe"	0.03
"E.F"	"223Ff"	0.02
"E.F"	"223Gb"	0.03
"E.F"	"223Gc"	0.02
"E.F"	"223Gd"	0.02
"E.F"	"223Ge"	9.04886880260071e-03
"E.F"	"231Aa"	0.15
"E.F"	"231Ab"	0.18
"E.F"	"231Ac"	0.14
"E.F"	"231Ad"	0.15
"E.F"	"231Ae"	0.15
"E.F"	"231Af"	0.18
"E.F"	"231Ag"	0.14
"E.F"	"231Ah"	0.26
"E.F"	"231Ai"	0.26
"E.F"	"231Aj"	0.22
"E.F"	"231Ba"	0.17
"E.F"	"231Bb"	0.13
"E.F"	"231Bc"	0.15
"E.F"	"231Bd"	0.16
"E.F"	"231Be"	0.11
"E.F"	"231Bf"	0.16
"E.F"	"231Bj"	0.24
"E.F"	"231Bk"	0.14
"E.F"	"231Bl"	0.28
"E.F"	"231Ca"	0.12
"E.F"	"231Cb"	0.11
"E.F"	"231Cc"	0.10
"E.F"	"231Cd"	0.12
"E.F"	"231Ce"	0.10
"E.F"	"231Cf"	0.09
"E.F"	"231Cg"	0.13
"E.F"	"231Da"	0.10
"E.F"	"231Db"	0.16
"E.F"	"231Dc"	0.10
"E.F"	"231Dd"	0.12
"E.F"	"231De"	0.13
"E.F"	"231Ea"	0.16
"E.F"	"231Eb"	0.10
"E.F"	"231Ec"	0.16
"E.F"	"231Ee"	0.09
"E.F"	"231Ef"	0.18
"E.F"	"231Eg"	0.19
"E.F"	"231Ej"	0.22
"E.F"	"231Ek"	0.15
"E.F"	"231Eo"	0.13
"E.F"	"231Ga"	0.11
"E.F"	"231Gb"	0.10
"E.F"	"231Gc"	0.09
"E.F"	"231Ha"	0.19
"E.F"	"231Hb"	0.16
"E.F"	"231Hc"	0.34
"E.F"	"231Hd"	0.14
"E.F"	"231He"	0.12
"E.F"	"231Hf"	0.11
"E.F"	"231Hg"	0.11
"E.F"	"231Hh"	0.36
"E.F"	"231Hi"	0.38
"E.F"	"231Ia"	0.18
"E.F"	"231Ib"	0.12
"E.F"	"231Ic"	0.11
"E.F"	"231Id"	0.12
"E.F"	"231Ie"	0.13
"E.F"	"231If"	0.11
"E.F"	"231Ig"	0.12
"E.F"	"232Ab"	0.08
"E.F"	"232Ac"	0.07
"E.F"	"232Ad"	6.86651668799134e-03
"E.F"	"232Ba"	0.30
"E.F"	"232Bc"	0.30
"E.F"	"232Bg"	0.28
"E.F"	"232Bh"	0.24
"E.F"	"232Bi"	0.24
"E.F"	"232Bj"	0.28
"E.F"	"232Bk"	0.23
"E.F"	"232Bl"	0.20
"E.F"	"232Bm"	0.26
"E.F"	"232Bn"	0.32
"E.F"	"232Bo"	0.29
"E.F"	"232Bp"	0.24
"E.F"	"232Bs"	0.24
"E.F"	"232Ca"	0.33
"E.F"	"232Cb"	0.34
"E.F"	"232Cc"	0.44
"E.F"	"232Cd"	0.48
"E.F"	"232Ce"	0.43
"E.F"	"232Cf"	0.29
"E.F"	"232Cg"	0.28
"E.F"	"232Da"	2.82
"E.F"	"232Db"	1.70
"E.F"	"232Ea"	0.25
"E.F"	"232Eb"	0.30
"E.F"	"232Ef"	0.43
"E.F"	"232Fa"	0.17
"E.F"	"232Fb"	0.20
"E.F"	"232Fc"	0.19
"E.F"	"232Fe"	0.16
"E.F"	"232Ff"	0.16
"E.F"	"232Ga"	1.70
"E.F"	"232Gb"	2.21
"E.F"	"232Gc"	2.07
"E.F"	"232Gd"	2.21
"E.F"	"232Ha"	0.15
"E.F"	"232Hb"	0.03
"E.F"	"232Hc"	0.12
"E.F"	"232Hd"	0.03
"E.F"	"232Ia"	0.20
"E.F"	"232Ib"	0.22
"E.F"	"232Ja"	0.19
"E.F"	"232Jb"	0.21
"E.F"	"232Jc"	0.23
"E.F"	"232Jd"	0.28
"E.F"	"232Je"	0.28
"E.F"	"232Jf"	0.28
"E.F"	"232Jg"	0.28
"E.F"	"232Ka"	0.68
"E.F"	"232Kb"	1.43
"E.F"	"232La"	0.26
"E.F"	"232Lb"	0.27
"E.F"	"232Lc"	0.38
"E.F"	"234Aa"	0.30
"E.F"	"234Ad"	0.40
"E.F"	"234Ah"	0.27
"E.F"	"234Ca"	0.24
"E.F"	"234Cb"	0.44
"E.F"	"234Cc"	0.39
"E.F"	"234Cd"	0.26
"E.F"	"234Da"	0.19
"E.F"	"234Db"	0.14
"E.F"	"234Dc"	0.13
"E.F"	"234Do"	0.13
"E.F"	"234Ea"	0.15
"E.F"	"234Eb"	0.18
"E.F"	"234Ec"	0.15
"E.F"	"242Aa"	0.19
"E.F"	"242Ab"	0.28
"E.F"	"242Ac"	0.31
"E.F"	"242Ad"	0.30
"E.F"	"242Ae"	0.24
"E.F"	"242Af"	0.27
"E.F"	"242Ag"	0.32
"E.F"	"242Ah"	0.35
"E.F"	"242Ai"	0.44
"E.F"	"242Ba"	0.37
"E.F"	"242Bb"	0.21
"E.F"	"242Bd"	0.25
"E.F"	"251Cd"	3.75007742264656e-03
"E.F"	"251Ce"	3.40526036659741e-03
"E.F"	"251Cf"	5.74563217868475e-03
"E.F"	"251Ci"	0.01
"E.F"	"251Ck"	0.01
"E.F"	"251Ea"	2.37352032214278e-03
"E.F"	"251Fb"	9.63211801265122e-03
"E.F"	"251Fc"	0.12
"E.F"	"255Aa"	0.04
"E.F"	"255Ab"	0.01
"E.F"	"255Ac"	0.01
"E.F"	"255Ad"	0.07
"E.F"	"255Ae"	0.01
"E.F"	"255Af"	0.08
"E.F"	"255Am"	0.06
"E.F"	"255Ba"	0.17
"E.F"	"255Ca"	0.24
"E.F"	"255Cc"	0.28
"E.F"	"255Cd"	0.30
"E.F"	"255Ce"	0.24
"E.F"	"255Cf"	0.32
"E.F"	"255Cg"	0.25
"E.F"	"255Ch"	0.24
"E.F"	"255Da"	0.25
"E.F"	"255Db"	0.26
"E.F"	"255Dc"	0.29
"E.F"	"255Dd"	0.25
"E.F"	"255Ea"	0.03
"E.F"	"255Eb"	0.05
"E.F"	"255Ec"	0.02
"E.F"	"255Ed"	0.07
"E.F"	"255Ee"	0.09
"E.F"	"261Aa"	8.9275569651341e-03
"E.F"	"261Ab"	0.03
"E.F"	"261Ae"	0.07
"E.F"	"261Af"	0.17
"E.F"	"261Ag"	0.12
"E.F"	"261Ah"	0.13
"E.F"	"261Aj"	0.12
"E.F"	"261Ak"	0.06
"E.F"	"261Al"	0.06
"E.F"	"261Ba"	0.06
"E.F"	"261Bb"	0.06
"E.F"	"261Bc"	0.06
"E.F"	"261Bd"	0.06
"E.F"	"261Be"	0.06
"E.F"	"261Bf"	0.05
"E.F"	"261Bg"	0.04
"E.F"	"261Bh"	0.05
"E.F"	"262Aa"	0.01
"E.F"	"262Ac"	0.03
"E.F"	"262Af"	0.01
"E.F"	"262Ag"	7.78321097055385e-03
"E.F"	"262Ao"	4.76934328195824e-04
"E.F"	"262Az"	6.046940420529e-05
"E.F"	"263Ab"	0.21
"E.F"	"263Ae"	0.18
"E.F"	"263Af"	0.18
"E.F"	"263Ag"	0.14
"E.F"	"263Aj"	0.14
"E.F"	"263Al"	0.18
"E.F"	"263Am"	0.11
"E.F"	"313Aa"	0.01
"E.F"	"313Ab"	0.03
"E.F"	"313Ac"	0.06
"E.F"	"313Ad"	0.02
"E.F"	"313Ag"	0.07
"E.F"	"313Ah"	0.02
"E.F"	"313Ai"	0.02
"E.F"	"313Aj"	6.50379261411697e-04
"E.F"	"313Ak"	0.06
"E.F"	"313Al"	0.06
"E.F"	"313Am"	0.09
"E.F"	"313An"	0.07
"E.F"	"313Ao"	0.08
"E.F"	"313Ap"	0.11
"E.F"	"313Aq"	0.07
"E.F"	"313Ar"	0.09
"E.F"	"313As"	0.09
"E.F"	"313At"	0.05
"E.F"	"313Ba"	0.07
"E.F"	"313Bc"	4.02294448623839e-06
"E.F"	"313Bd"	0.03
"E.F"	"313Be"	0.07
"E.F"	"313Bo"	0.01
"E.F"	"313Bp"	1.43321803657173e-03
"E.F"	"313Ca"	0.14
"E.F"	"313Cb"	0.12
"E.F"	"313Cc"	0.12
"E.F"	"313Cd"	0.13
"E.F"	"313Da"	0.10
"E.F"	"313Db"	0.11
"E.F"	"313Dc"	0.11
"E.F"	"313De"	0.09
"E.F"	"313Df"	0.09
"E.F"	"315Aa"	0.12
"E.F"	"315Ab"	0.13
"E.F"	"315Ad"	0.06
"E.F"	"315Ba"	0.04
"E.F"	"315Bb"	0.07
"E.F"	"315Bc"	0.08
"E.F"	"315Bd"	9.18752615147792e-03
"E.F"	"315Cb"	0.07
"E.F"	"315Cc"	0.06
"E.F"	"315Cd"	0.23
"E.F"	"315Ce"	3.45454538521959e-03
"E.F"	"315Cf"	2.20413650180171e-03
"E.F"	"315Da"	0.19
"E.F"	"315Db"	0.26
"E.F"	"315Dc"	0.17
"E.F"	"315Ea"	0.33
"E.F"	"315Eb"	0.15
"E.F"	"315Ec"	0.13
"E.F"	"315Ed"	0.21
"E.F"	"315Ef"	0.26
"E.F"	"315Eg"	0.34
"E.F"	"315Ga"	0.08
"E.F"	"315Ha"	0.05
"E.F"	"315Hb"	0.06
"E.F"	"321Aa"	0.12
"E.F"	"321Ab"	0.09
"E.F"	"321Ac"	0.11
"E.F"	"321Ad"	0.07
"E.F"	"321Ae"	0.10
"E.F"	"321Af"	0.16
"E.F"	"321Ag"	0.11
"E.F"	"321Ah"	0.14
"E.F"	"321Ai"	0.13
"E.F"	"321Aj"	0.17
"E.F"	"321Ak"	0.19
"E.F"	"321Al"	0.20
"E.F"	"321Am"	0.18
"E.F"	"321Ba"	0.20
"E.F"	"322Aa"	0.04
"E.F"	"322Ab"	0.05
"E.F"	"322Ac"	0.02
"E.F"	"322Ad"	0.05
"E.F"	"322Ae"	0.04
"E.F"	"322Af"	0.08
"E.F"	"322Ag"	0.05
"E.F"	"322Ah"	0.10
"E.F"	"322Ai"	0.10
"E.F"	"322Aj"	0.10
"E.F"	"322Ak"	0.08
"E.F"	"322Al"	0.10
"E.F"	"322Am"	0.07
"E.F"	"322An"	0.10
"E.F"	"322Ao"	0.10
"E.F"	"322Ap"	0.02
"E.F"	"322Aq"	0.06
"E.F"	"322As"	0.02
"E.F"	"322At"	0.01
"E.F"	"322Au"	0.06
"E.F"	"322Av"	0.07
"E.F"	"322Aw"	0.09
"E.F"	"322Ax"	0.09
"E.F"	"322Ay"	1.24081910796175e-03
"E.F"	"322Az"	2.10361222739034e-04
"E.F"	"322Ba"	0.08
"E.F"	"322Bb"	1.35639798098412e-04
"E.F"	"322Be"	9.50901672286441e-05
"E.F"	"322Bf"	0.12
"E.F"	"322Bh"	0.12
"E.F"	"322Cd"	0.01
"E.F"	"322Ce"	0.14
"E.F"	"331Aa"	0.11
"E.F"	"331Ac"	0.14
"E.F"	"331Af"	0.09
"E.F"	"331Ai"	0.04
"E.F"	"331Ba"	6.09031009931151e-03
"E.F"	"331Bc"	0.05
"E.F"	"331Bd"	0.01
"E.F"	"331Da"	0.03
"E.F"	"331Dh"	0.01
"E.F"	"331Ia"	0.05
"E.F"	"331If"	3.02594026669743e-08
"E.F"	"331Ii"	0.04
"E.F"	"331Jb"	3.13017727114518e-03
"E.F"	"331Jc"	0.02
"E.F"	"331Jd"	0.05
"E.F"	"341Aa"	6.6792290600304e-04
"E.F"	"341Aq"	0.05
"E.F"	"341As"	3.12164642758347e-03
"E.F"	"341Au"	0.02
"E.F"	"341Av"	0.01
"E.F"	"341Ba"	2.00611336369615e-05
"E.F"	"341Bg"	0.02
"E.F"	"341Bp"	3.49882698984648e-03
"E.F"	"341Bq"	3.27557755677112e-04
"E.F"	"341Db"	9.22583092492144e-03
"E.F"	"341Dc"	0.01
"E.F"	"341Dd"	0.04
"E.F"	"341De"	0.03
"E.F"	"341Df"	0.05
"E.F"	"341Dh"	0.06
"E.F"	"341Di"	0.05
"E.F"	"341Dj"	0.05
"E.F"	"341Dl"	0.06
"E.F"	"341Fa"	0.01
"E.F"	"341Fb"	0.04
"E.F"	"341Fc"	0.04
"E.F"	"341Fd"	0.02
"E.F"	"341Fe"	0.04
"E.F"	"341Ff"	0.04
"E.F"	"341Fk"	0.04
"E.F"	"341Fm"	9.47160250419833e-03
"E.F"	"341Fn"	0.06
"E.F"	"342Ba"	0.07
"E.F"	"342Bb"	0.04
"E.F"	"342Bi"	0.05
"E.F"	"342Bj"	0.05
"E.F"	"342Bk"	0.06
"E.F"	"342Bl"	0.05
"E.F"	"342Ca"	0.04
"E.F"	"342Ch"	0.02
"E.F"	"342Dk"	0.01
"E.F"	"342Dl"	0.08
"E.F"	"342Ha"	0.05
"E.F"	"342Hb"	0.06
"E.F"	"342Hc"	0.05
"E.F"	"342Hd"	0.08
"E.F"	"342He"	0.07
"E.F"	"342Ia"	0.07
"E.F"	"342Ib"	0.02
"E.F"	"342Ic"	0.05
"E.F"	"342Id"	0.12
"E.F"	"342Ie"	0.06
"E.F"	"342Ig"	0.14
"E.F"	"342Im"	0.07
"E.F"	"411Ab"	3.70
"E.F"	"411Ac"	4.92
"E.F"	"411Ad"	4.53
"E.F"	"411Ae"	5.32
"E.F"	"411Af"	4.93
"E.F"	"M211Aa"	0.10
"E.F"	"M211Ab"	0.06
"E.F"	"M211Ac"	0.03
"E.F"	"M211Ad"	7.783959763686e-03
"E.F"	"M211Ae"	0.04
"E.F"	"M211Af"	0.07
"E.F"	"M211Ag"	0.09
"E.F"	"M211Ba"	0.03
"E.F"	"M211Bb"	0.01
"E.F"	"M211Bd"	0.03
"E.F"	"M211Ca"	8.63508575427109e-04
"E.F"	"M211Cb"	0.04
"E.F"	"M211Cc"	0.04
"E.F"	"M211Cd"	2.82587167151998e-03
"E.F"	"M211Da"	0.10
"E.F"	"M211Db"	0.11
"E.F"	"M211Dc"	0.11
"E.F"	"M211Dd"	0.11
"E.F"	"M211De"	0.09
"E.F"	"M211Df"	0.09
"E.F"	"M221Aa"	0.14
"E.F"	"M221Ab"	0.14
"E.F"	"M221Ac"	0.10
"E.F"	"M221Ad"	0.09
"E.F"	"M221Ba"	0.15
"E.F"	"M221Bb"	0.10
"E.F"	"M221Bc"	0.13
"E.F"	"M221Bd"	0.14
"E.F"	"M221Be"	0.08
"E.F"	"M221Bf"	0.10
"E.F"	"M221Ca"	0.12
"E.F"	"M221Cb"	0.13
"E.F"	"M221Cc"	0.18
"E.F"	"M221Cd"	0.16
"E.F"	"M221Ce"	0.17
"E.F"	"M221Da"	0.12
"E.F"	"M221Db"	0.16
"E.F"	"M221Dc"	0.19
"E.F"	"M221Dd"	0.21
"E.F"	"M223Aa"	0.11
"E.F"	"M223Ab"	0.10
"E.F"	"M231Aa"	0.10
"E.F"	"M231Ab"	0.08
"E.F"	"M231Ac"	0.09
"E.F"	"M231Ad"	0.09
"E.F"	"M242Aa"	0.45
"E.F"	"M242Ac"	0.33
"E.F"	"M242Ad"	0.42
"E.F"	"M242Ae"	0.58
"E.F"	"M242Af"	0.50
"E.F"	"M242Ag"	0.32
"E.F"	"M242Ah"	0.37
"E.F"	"M242Ai"	0.35
"E.F"	"M242Ba"	0.28
"E.F"	"M242Bb"	0.26
"E.F"	"M242Bc"	0.19
"E.F"	"M242Be"	0.13
"E.F"	"M242Bg"	0.21
"E.F"	"M242Ca"	0.16
"E.F"	"M242Cb"	0.16
"E.F"	"M242Cc"	0.14
"E.F"	"M242Cd"	0.06
"E.F"	"M242Ce"	0.07
"E.F"	"M242Cf"	0.07
"E.F"	"M242Da"	0.24
"E.F"	"M242Db"	0.20
"E.F"	"M242Dd"	0.07
"E.F"	"M242De"	0.07
"E.F"	"M242Df"	0.15
"E.F"	"M242Dg"	0.15
"E.F"	"M242Dh"	0.15
"E.F"	"M261Aa"	0.19
"E.F"	"M261Ab"	0.21
"E.F"	"M261Ac"	0.07
"E.F"	"M261Ad"	0.15
"E.F"	"M261Ae"	0.11
"E.F"	"M261Af"	0.11
"E.F"	"M261Ag"	0.10
"E.F"	"M261Ah"	0.10
"E.F"	"M261Ai"	0.03
"E.F"	"M261Aj"	0.10
"E.F"	"M261Ao"	0.21
"E.F"	"M261Ap"	0.10
"E.F"	"M261Aq"	0.14
"E.F"	"M261Ar"	0.11
"E.F"	"M261Au"	0.12
"E.F"	"M261Av"	0.18
"E.F"	"M261Ax"	0.29
"E.F"	"M261Ay"	0.35
"E.F"	"M261Ba"	0.07
"E.F"	"M261Bb"	0.12
"E.F"	"M261Bd"	0.07
"E.F"	"M261Bf"	0.07
"E.F"	"M261Ca"	0.01
"E.F"	"M261Da"	0.11
"E.F"	"M261Db"	0.10
"E.F"	"M261Df"	0.10
"E.F"	"M261Dh"	0.07
"E.F"	"M261Di"	0.10
"E.F"	"M261Dj"	0.02
"E.F"	"M261Dl"	7.47707575754473e-03
"E.F"	"M261Dm"	2.37519297589973e-03
"E.F"	"M261Ee"	6.72003767323021e-03
"E.F"	"M261Ef"	0.03
"E.F"	"M261Eg"	0.04
"E.F"	"M261Eh"	0.03
"E.F"	"M261Ej"	0.01
"E.F"	"M261Ek"	0.03
"E.F"	"M261El"	0.05
"E.F"	"M261Em"	0.05
"E.F"	"M261Eo"	0.02
"E.F"	"M261Ep"	6.54145570227071e-03
"E.F"	"M261Eq"	5.84014150691952e-03
"E.F"	"M261Er"	0.02
"E.F"	"M261Et"	6.93696304186679e-03
"E.F"	"M261Eu"	8.39464254270266e-04
"E.F"	"M261Fa"	0.01
"E.F"	"M261Fb"	0.04
"E.F"	"M261Fc"	3.41404791645959e-03
"E.F"	"M261Fe"	2.18198324475363e-03
"E.F"	"M261Ga"	0.06
"E.F"	"M261Gc"	0.06
"E.F"	"M261Gd"	2.63662613544422e-03
"E.F"	"M261Ge"	0.04
"E.F"	"M261Gf"	0.02
"E.F"	"M261Gj"	6.81111199029117e-03
"E.F"	"M262Aa"	0.03
"E.F"	"M262Ab"	0.05
"E.F"	"M262Ac"	0.02
"E.F"	"M262Ad"	0.01
"E.F"	"M262Ae"	0.08
"E.F"	"M262Af"	0.09
"E.F"	"M262Ah"	0.07
"E.F"	"M262Ai"	0.06
"E.F"	"M262Aj"	0.06
"E.F"	"M262Ak"	0.01
"E.F"	"M262Ba"	0.06
"E.F"	"M262Bb"	0.05
"E.F"	"M262Bc"	0.05
"E.F"	"M262Bd"	0.06
"E.F"	"M262Be"	0.06
"E.F"	"M262Bf"	0.01
"E.F"	"M262Bg"	0.09
"E.F"	"M262Bh"	0.10
"E.F"	"M262Bi"	0.06
"E.F"	"M262Bj"	0.07
"E.F"	"M262Bk"	1.78984799592312e-03
"E.F"	"M313Ab"	0.12
"E.F"	"M313Ac"	0.11
"E.F"	"M313Ad"	0.07
"E.F"	"M313Ae"	0.03
"E.F"	"M313Af"	0.11
"E.F"	"M313Ag"	0.08
"E.F"	"M313Ah"	0.09
"E.F"	"M313Ak"	0.10
"E.F"	"M313Al"	0.10
"E.F"	"M313Am"	0.03
"E.F"	"M313Ba"	0.09
"E.F"	"M313Bb"	0.07
"E.F"	"M313Bd"	0.05
"E.F"	"M313Bf"	0.08
"E.F"	"M313Bg"	0.07
"E.F"	"M331Dq"	2.4502929144486e-04
"E.F"	"M331Dr"	0.07
"E.F"	"M331Dv"	2.41980183213501e-05
"E.F"	"M331Dw"	2.31976840635488e-03
"E.F"	"M331Dx"	0.07
"E.F"	"M331Dy"	0.06
"E.F"	"M331Dz"	8.36143635825418e-04
"E.F"	"M331Fa"	8.85438796611931e-03
"E.F"	"M331Fc"	1.50262845940913e-04
"E.F"	"M331Ff"	0.08
"E.F"	"M331Fg"	0.02
"E.F"	"M331Fh"	0.03
"E.F"	"M331Gf"	0.05
"E.F"	"M331Gk"	0.05
"E.F"	"M331Gm"	0.06
"E.F"	"M331Gn"	0.03
"E.F"	"M331Gq"	0.07
"E.F"	"M331Gs"	0.07
"E.F"	"M331Gu"	0.01
"E.F"	"M331Gv"	0.02
"E.F"	"M332Aa"	0.08
"E.F"	"M332Ab"	0.08
"E.F"	"M332Ac"	0.08
"E.F"	"M332All"	0.07
"E.F"	"M332Am"	0.03
"E.F"	"M332An"	0.05
"E.F"	"M332Ao"	0.06
"E.F"	"M332Ap"	7.30457046720641e-04
"E.F"	"M332Av"	7.17524641153424e-05
"E.F"	"M332Ax"	0.01
"E.F"	"M332Ba"	0.08
"E.F"	"M332Bb"	0.08
"E.F"	"M332Bc"	0.08
"E.F"	"M332Bd"	0.07
"E.F"	"M332Be"	0.09
"E.F"	"M332Bf"	0.04
"E.F"	"M332Bg"	0.08
"E.F"	"M332Bh"	0.04
"E.F"	"M332Bj"	0.05
"E.F"	"M332Bl"	0.08
"E.F"	"M332Bp"	0.09
"E.F"	"M332Df"	4.76889838007529e-05
"E.F"	"M332Dj"	0.01
"E.F"	"M332Ee"	7.18580954231864e-05
"E.F"	"M332Eg"	3.03214707502748e-03
"E.F"	"M332Fi"	6.56578247072582e-04
"E.F"	"M332Gb"	0.06
"E.F"	"M332Gc"	0.08
"E.F"	"M332Gd"	0.07
"E.F"	"M332Ge"	0.08
"E.F"	"M332Gf"	0.07
"E.F"	"M332Gh"	0.07
"E.F"	"M332Gk"	0.08
"E.F"	"M332Gl"	0.07
"E.F"	"M332Gm"	0.07
"E.F"	"M332Gp"	0.08
"E.F"	"M333Aa"	0.11
"E.F"	"M333Ab"	0.12
"E.F"	"M333Ac"	0.06
"E.F"	"M333Ad"	0.11
"E.F"	"M333Ae"	0.11
"E.F"	"M333Ag"	0.09
"E.F"	"M333Ah"	0.07
"E.F"	"M333Ai"	0.11
"E.F"	"M333Ba"	0.11
"E.F"	"M333Bb"	0.09
"E.F"	"M333Bc"	0.09
"E.F"	"M333Ca"	0.08
"E.F"	"M333Cb"	0.08
"E.F"	"M333Cc"	0.08
"E.F"	"M333Ce"	0.08
"E.F"	"M333Cf"	0.09
"E.F"	"M333Cg"	0.01
"E.F"	"M333Ch"	4.53846803064809e-04
"E.F"	"M333Da"	0.12
"E.F"	"M333Db"	0.13
"E.F"	"M333Dc"	0.10
"E.F"	"M333Dd"	0.16
"E.F"	"M333De"	0.18
"E.F"	"M341Be"	7.81068968864522e-04
"E.F"	"M341Bf"	0.01
"E.F"	"M341Cj"	0.02
"E.F"	"M341Cs"	4.55762927206523e-03
"E.F"	"M341Ct"	9.59318513446834e-03
"E.i"	"211Aa"	0.10
"E.i"	"211Ab"	0.10
"E.i"	"211Ba"	0.10
"E.i"	"211Bb"	0.10
"E.i"	"211Ca"	0.11
"E.i"	"211Cb"	0.11
"E.i"	"211Da"	0.10
"E.i"	"211Db"	0.11
"E.i"	"211Dc"	0.10
"E.i"	"211Ea"	0.09
"E.i"	"211Eb"	0.10
"E.i"	"211Ec"	0.07
"E.i"	"211Ed"	0.05
"E.i"	"211Ee"	0.04
"E.i"	"211Fb"	0.03
"E.i"	"211Fc"	0.09
"E.i"	"211Fd"	0.06
"E.i"	"211Ff"	0.05
"E.i"	"211Gb"	8.34612032942271e-03
"E.i"	"211Ia"	0.04
"E.i"	"211Ib"	6.67871936223059e-03
"E.i"	"211Ja"	0.06
"E.i"	"211Jb"	0.06
"E.i"	"211Jc"	0.10
"E.i"	"211Jd"	0.04
"E.i"	"212Ha"	0.04
"E.i"	"212Hb"	0.05
"E.i"	"212Hc"	0.05
"E.i"	"212Hd"	0.13
"E.i"	"212He"	0.15
"E.i"	"212Hf"	0.13
"E.i"	"212Hg"	0.14
"E.i"	"212Hh"	0.04
"E.i"	"212Hi"	0.14
"E.i"	"212Hj"	0.13
"E.i"	"212Hk"	0.15
"E.i"	"212Hl"	0.12
"E.i"	"212Hm"	0.09
"E.i"	"212Jb"	0.12
"E.i"	"212Jc"	0.12
"E.i"	"212Jo"	0.12
"E.i"	"212Ka"	0.11
"E.i"	"212Kb"	0.07
"E.i"	"212La"	0.09
"E.i"	"212Lb"	0.10
"E.i"	"212Lc"	0.09
"E.i"	"212Ld"	0.09
"E.i"	"212Le"	0.10
"E.i"	"212Ma"	0.05
