"Habit"	"SUBSECTION"	"abun"
"L.BD"	"M332Ee"	0.16
"L.BD"	"M332Eee"	0.15
"L.BD"	"M332Eg"	0.17
"L.BD"	"M332Egg"	0.14
"L.BD"	"M332Eh"	0.16
"L.BD"	"M332Ehh"	0.15
"L.BD"	"M332Ej"	0.18
"L.BD"	"M332Ek"	0.08
"L.BD"	"M332Ekk"	0.23
"L.BD"	"M332En"	0.17
"L.BD"	"M332Enn"	0.22
"L.BD"	"M332Ep"	0.15
"L.BD"	"M332Er"	0.13
"L.BD"	"M332Ez"	0.16
"L.BD"	"M332Fa"	0.22
"L.BD"	"M332Fb"	0.26
"L.BD"	"M332Fc"	0.26
"L.BD"	"M332Fd"	0.21
"L.BD"	"M332Fg"	0.20
"L.BD"	"M332Fh"	0.22
"L.BD"	"M332Fi"	0.37
"L.BD"	"M332Gb"	0.19
"L.BD"	"M332Gc"	0.31
"L.BD"	"M332Gd"	0.36
"L.BD"	"M332Ge"	0.30
"L.BD"	"M332Gf"	0.32
"L.BD"	"M332Gh"	0.15
"L.BD"	"M332Gk"	0.32
"L.BD"	"M332Gl"	0.31
"L.BD"	"M332Gm"	0.30
"L.BD"	"M332Gp"	0.24
"L.BD"	"M333Aa"	0.52
"L.BD"	"M333Ab"	0.54
"L.BD"	"M333Ac"	0.55
"L.BD"	"M333Ad"	0.45
"L.BD"	"M333Ae"	0.41
"L.BD"	"M333Ag"	0.32
"L.BD"	"M333Ah"	0.30
"L.BD"	"M333Ai"	0.45
"L.BD"	"M333Ba"	0.45
"L.BD"	"M333Bb"	0.35
"L.BD"	"M333Bc"	0.30
"L.BD"	"M333Ca"	0.25
"L.BD"	"M333Cb"	0.26
"L.BD"	"M333Cc"	0.25
"L.BD"	"M333Ce"	0.24
"L.BD"	"M333Cf"	0.19
"L.BD"	"M333Cg"	0.34
"L.BD"	"M333Ch"	0.27
"L.BD"	"M333Da"	0.51
"L.BD"	"M333Db"	0.57
"L.BD"	"M333Dc"	0.32
"L.BD"	"M333Dd"	0.64
"L.BD"	"M333De"	0.55
"L.BD"	"M334Aa"	0.66
"L.BD"	"M334Ab"	0.68
"L.BD"	"M341Aa"	0.06
"L.BD"	"M341Ac"	0.09
"L.BD"	"M341Ad"	0.09
"L.BD"	"M341Ae"	0.11
"L.BD"	"M341Ag"	0.12
"L.BD"	"M341Ah"	0.11
"L.BD"	"M341Ai"	0.07
"L.BD"	"M341Ba"	0.28
"L.BD"	"M341Bb"	0.32
"L.BD"	"M341Bc"	0.29
"L.BD"	"M341Bd"	0.19
"L.BD"	"M341Be"	0.22
"L.BD"	"M341Bf"	0.23
"L.BD"	"M341Bg"	0.19
"L.BD"	"M341Cb"	0.28
"L.BD"	"M341Cc"	0.23
"L.BD"	"M341Cd"	0.28
"L.BD"	"M341Ce"	0.28
"L.BD"	"M341Cf"	0.25
"L.BD"	"M341Cg"	0.21
"L.BD"	"M341Ch"	0.27
"L.BD"	"M341Ci"	0.19
"L.BD"	"M341Cj"	0.23
"L.BD"	"M341Ck"	0.13
"L.BD"	"M341Cl"	0.19
"L.BD"	"M341Cm"	0.19
"L.BD"	"M341Cn"	0.17
"L.BD"	"M341Cr"	0.20
"L.BD"	"M341Cs"	0.21
"L.BD"	"M341Ct"	0.20
"L.BD"	"M341Di"	0.13
"L.BD"	"M341Dj"	0.17
"L.BD"	"M341Dl"	0.13
"L.BE"	"211Ec"	0.01
"L.BE"	"211Fa"	0.02
"L.BE"	"211Fb"	0.02
"L.BE"	"211Fc"	0.10
"L.BE"	"211Fd"	0.06
"L.BE"	"211Ga"	0.05
"L.BE"	"211Gb"	0.01
"L.BE"	"211Ia"	0.04
"L.BE"	"211Ib"	0.01
"L.BE"	"211Ja"	1.31163349483087e-06
"L.BE"	"211Jd"	0.03
"L.BE"	"221Ad"	0.06
"L.BE"	"221Ae"	0.07
"L.BE"	"221Af"	0.04
"L.BE"	"221Ag"	0.04
"L.BE"	"221Ah"	3.43703159540165e-04
"L.BE"	"221Am"	0.08
"L.BE"	"221An"	0.07
"L.BE"	"221Ba"	0.05
"L.BE"	"221Bb"	0.01
"L.BE"	"221Bc"	0.06
"L.BE"	"221Bd"	0.08
"L.BE"	"221Da"	0.06
"L.BE"	"221Db"	0.08
"L.BE"	"221Dc"	0.10
"L.BE"	"221Dd"	0.12
"L.BE"	"221De"	0.11
"L.BE"	"221Ea"	0.03
"L.BE"	"221Eb"	0.18
"L.BE"	"221Ec"	4.68671650006063e-03
"L.BE"	"221Ed"	0.02
"L.BE"	"221Ef"	0.02
"L.BE"	"221Eg"	0.03
"L.BE"	"221Ej"	0.26
"L.BE"	"221En"	0.19
"L.BE"	"221Fa"	0.01
"L.BE"	"221Fb"	3.32127394654438e-03
"L.BE"	"221Ha"	0.28
"L.BE"	"221Hb"	0.24
"L.BE"	"221Hc"	0.30
"L.BE"	"221Hd"	0.32
"L.BE"	"221He"	0.28
"L.BE"	"221Ja"	0.32
"L.BE"	"221Jb"	0.34
"L.BE"	"221Jc"	0.15
"L.BE"	"222Hc"	0.07
"L.BE"	"222Ia"	0.01
"L.BE"	"222Ib"	0.02
"L.BE"	"222Ic"	0.01
"L.BE"	"222Id"	0.01
"L.BE"	"223Aa"	0.18
"L.BE"	"223Ab"	0.16
"L.BE"	"223Ac"	0.03
"L.BE"	"223Ad"	0.09
"L.BE"	"223Ae"	0.06
"L.BE"	"223Af"	0.14
"L.BE"	"223Ag"	0.24
"L.BE"	"223Ah"	0.22
"L.BE"	"223Aj"	0.08
"L.BE"	"223Ak"	0.06
"L.BE"	"223Al"	0.23
"L.BE"	"223Am"	0.12
"L.BE"	"223An"	0.32
"L.BE"	"223Ao"	0.15
"L.BE"	"223Ap"	0.03
"L.BE"	"223Aq"	0.17
"L.BE"	"223Ba"	4.26917716548669e-03
"L.BE"	"223Bb"	0.35
"L.BE"	"223Bc"	0.14
"L.BE"	"223Bd"	0.37
"L.BE"	"223Da"	0.41
"L.BE"	"223Db"	0.32
"L.BE"	"223Dc"	0.39
"L.BE"	"223Dd"	0.36
"L.BE"	"223De"	0.15
"L.BE"	"223Df"	0.08
"L.BE"	"223Dg"	0.36
"L.BE"	"223Dh"	0.26
"L.BE"	"223Di"	0.30
"L.BE"	"223Dj"	0.29
"L.BE"	"223Ea"	0.47
"L.BE"	"223Eb"	0.28
"L.BE"	"223Ec"	0.41
"L.BE"	"223Ed"	0.42
"L.BE"	"223Ee"	0.66
"L.BE"	"223Ef"	0.71
"L.BE"	"223Eg"	0.41
"L.BE"	"223Eh"	0.37
"L.BE"	"223Fa"	0.30
"L.BE"	"223Fb"	0.35
"L.BE"	"223Fc"	0.30
"L.BE"	"223Fd"	0.06
"L.BE"	"223Fe"	0.03
"L.BE"	"223Ff"	0.02
"L.BE"	"223Ga"	6.21692775524428e-03
"L.BE"	"223Gb"	0.10
"L.BE"	"223Gc"	0.15
"L.BE"	"223Gd"	0.09
"L.BE"	"223Ge"	0.06
"L.BE"	"231Aa"	0.92
"L.BE"	"231Ab"	0.86
"L.BE"	"231Ac"	0.81
"L.BE"	"231Ad"	0.64
"L.BE"	"231Ae"	0.94
"L.BE"	"231Af"	0.82
"L.BE"	"231Ag"	0.48
"L.BE"	"231Ah"	1.06
"L.BE"	"231Ai"	1.02
"L.BE"	"231Aj"	0.97
"L.BE"	"231Ba"	1.01
"L.BE"	"231Bb"	0.94
"L.BE"	"231Bc"	1.05
"L.BE"	"231Bd"	0.99
"L.BE"	"231Be"	0.70
"L.BE"	"231Bf"	0.98
"L.BE"	"231Bj"	1.21
"L.BE"	"231Bk"	0.76
"L.BE"	"231Bl"	1.26
"L.BE"	"231Ca"	0.88
"L.BE"	"231Cb"	0.79
"L.BE"	"231Cc"	0.64
"L.BE"	"231Cd"	0.66
"L.BE"	"231Ce"	0.74
"L.BE"	"231Cf"	0.62
"L.BE"	"231Cg"	0.61
"L.BE"	"231Da"	0.75
"L.BE"	"231Db"	0.75
"L.BE"	"231Dc"	0.79
"L.BE"	"231Dd"	0.82
"L.BE"	"231De"	0.76
"L.BE"	"231Ea"	0.84
"L.BE"	"231Eb"	0.60
"L.BE"	"231Ec"	0.83
"L.BE"	"231Ee"	0.52
"L.BE"	"231Ef"	0.79
"L.BE"	"231Eg"	0.78
"L.BE"	"231Ej"	0.87
"L.BE"	"231Ek"	0.78
"L.BE"	"231Eo"	0.60
"L.BE"	"231Ga"	0.55
"L.BE"	"231Gb"	0.53
"L.BE"	"231Gc"	0.42
"L.BE"	"231Ha"	0.68
"L.BE"	"231Hb"	0.89
"L.BE"	"231Hc"	1.10
"L.BE"	"231Hd"	0.59
"L.BE"	"231He"	0.44
"L.BE"	"231Hf"	0.35
"L.BE"	"231Hg"	0.30
"L.BE"	"231Hh"	1.41
"L.BE"	"231Hi"	1.26
"L.BE"	"231Ia"	0.36
"L.BE"	"231Ib"	0.24
"L.BE"	"231Ic"	0.46
"L.BE"	"231Id"	0.53
"L.BE"	"231Ie"	0.60
"L.BE"	"231If"	0.62
"L.BE"	"231Ig"	0.35
"L.BE"	"232Ab"	0.16
"L.BE"	"232Ac"	0.14
"L.BE"	"232Ad"	0.16
"L.BE"	"232Ba"	1.28
"L.BE"	"232Bc"	1.14
"L.BE"	"232Bg"	0.90
"L.BE"	"232Bh"	0.95
"L.BE"	"232Bi"	1.03
"L.BE"	"232Bj"	1.05
"L.BE"	"232Bk"	1.19
"L.BE"	"232Bl"	0.94
"L.BE"	"232Bm"	0.98
"L.BE"	"232Bn"	0.87
"L.BE"	"232Bo"	1.00
"L.BE"	"232Bp"	1.09
"L.BE"	"232Bs"	0.92
"L.BE"	"232Ca"	1.02
"L.BE"	"232Cb"	0.91
"L.BE"	"232Cc"	1.36
"L.BE"	"232Cd"	1.31
"L.BE"	"232Ce"	0.95
"L.BE"	"232Cf"	1.32
"L.BE"	"232Cg"	0.99
"L.BE"	"232Da"	0.94
"L.BE"	"232Db"	0.98
"L.BE"	"232Ea"	0.80
"L.BE"	"232Eb"	0.73
"L.BE"	"232Ef"	0.74
"L.BE"	"232Fa"	0.71
"L.BE"	"232Fb"	0.68
"L.BE"	"232Fc"	0.71
"L.BE"	"232Fe"	0.69
"L.BE"	"232Ff"	0.67
"L.BE"	"232Ga"	1.20
"L.BE"	"232Gb"	1.38
"L.BE"	"232Gc"	0.81
"L.BE"	"232Gd"	0.70
"L.BE"	"232Ha"	0.70
"L.BE"	"232Hb"	0.38
"L.BE"	"232Hc"	0.43
"L.BE"	"232Hd"	0.28
"L.BE"	"232Ia"	0.82
"L.BE"	"232Ib"	0.85
"L.BE"	"232Ja"	0.80
"L.BE"	"232Jb"	0.85
"L.BE"	"232Jc"	0.85
"L.BE"	"232Jd"	1.14
"L.BE"	"232Je"	1.12
"L.BE"	"232Jf"	1.29
"L.BE"	"232Jg"	1.13
"L.BE"	"232Ka"	1.22
"L.BE"	"232Kb"	0.95
"L.BE"	"232La"	1.03
"L.BE"	"232Lb"	0.91
"L.BE"	"232Lc"	1.06
"L.BE"	"234Aa"	0.83
"L.BE"	"234Ad"	1.04
"L.BE"	"234Ah"	0.91
"L.BE"	"234Ca"	0.74
"L.BE"	"234Cb"	0.82
"L.BE"	"234Cc"	0.89
"L.BE"	"234Cd"	0.82
"L.BE"	"234Da"	0.59
"L.BE"	"234Db"	0.48
"L.BE"	"234Dc"	0.45
"L.BE"	"234Do"	0.48
"L.BE"	"234Ea"	0.61
"L.BE"	"234Eb"	0.45
"L.BE"	"234Ec"	0.81
"L.BE"	"251Ea"	0.06
"L.BE"	"251Eb"	0.04
"L.BE"	"251Fa"	7.63679758424869e-03
"L.BE"	"251Fb"	0.04
"L.BE"	"251Fc"	0.27
"L.BE"	"251Fd"	0.06
"L.BE"	"251Hd"	2.86949677775574e-04
"L.BE"	"255Aa"	0.29
"L.BE"	"255Ab"	0.39
"L.BE"	"255Ac"	0.36
"L.BE"	"255Ad"	0.33
"L.BE"	"255Ae"	0.37
"L.BE"	"255Af"	0.36
"L.BE"	"255Am"	0.13
"L.BE"	"255Ba"	0.39
"L.BE"	"255Ca"	0.43
"L.BE"	"255Cc"	0.45
"L.BE"	"255Cd"	0.48
"L.BE"	"255Ce"	0.61
"L.BE"	"255Cf"	0.37
"L.BE"	"255Cg"	0.26
"L.BE"	"255Ch"	0.65
"L.BE"	"255Da"	0.38
"L.BE"	"255Db"	0.31
"L.BE"	"255Dc"	0.38
"L.BE"	"255Dd"	0.31
"L.BE"	"255Ea"	0.32
"L.BE"	"255Eb"	0.31
"L.BE"	"255Ec"	0.29
"L.BE"	"255Ed"	0.32
"L.BE"	"255Ee"	0.32
"L.BE"	"261Aa"	0.19
"L.BE"	"261Ab"	0.26
"L.BE"	"261Ac"	0.27
"L.BE"	"261Ae"	0.26
"L.BE"	"261Af"	0.20
"L.BE"	"261Ag"	0.25
"L.BE"	"261Ah"	0.25
"L.BE"	"261Aj"	0.25
"L.BE"	"261Ak"	0.25
"L.BE"	"261Al"	0.25
"L.BE"	"261Ba"	0.25
"L.BE"	"261Bb"	0.25
"L.BE"	"261Bc"	0.25
"L.BE"	"261Bd"	0.25
"L.BE"	"261Be"	0.24
"L.BE"	"261Bf"	0.22
"L.BE"	"261Bg"	0.22
"L.BE"	"261Bh"	0.22
"L.BE"	"261Bi"	0.23
"L.BE"	"261Bj"	0.22
"L.BE"	"262Aa"	0.11
"L.BE"	"262Ac"	0.12
"L.BE"	"262Ad"	0.08
"L.BE"	"262Af"	0.13
"L.BE"	"262Ag"	0.09
"L.BE"	"262Ah"	0.11
"L.BE"	"262Ai"	0.13
"L.BE"	"262Aj"	0.14
"L.BE"	"262Al"	0.16
"L.BE"	"262Ao"	0.17
"L.BE"	"262Aq"	0.16
"L.BE"	"262As"	0.16
"L.BE"	"262At"	0.11
"L.BE"	"262Au"	0.07
"L.BE"	"262Av"	0.02
"L.BE"	"262Aw"	0.10
"L.BE"	"262Ax"	0.10
"L.BE"	"262Ay"	0.10
"L.BE"	"262Az"	0.11
"L.BE"	"263Ab"	0.20
"L.BE"	"263Ae"	0.18
"L.BE"	"263Af"	0.18
"L.BE"	"263Ag"	0.14
"L.BE"	"263Aj"	0.14
"L.BE"	"263Al"	0.18
"L.BE"	"263Am"	0.18
"L.BE"	"313Ai"	7.28802758516317e-03
"L.BE"	"313Ak"	0.03
"L.BE"	"313Al"	0.06
"L.BE"	"313An"	0.04
"L.BE"	"313Ao"	0.01
"L.BE"	"313Aq"	0.04
"L.BE"	"313At"	0.03
"L.BE"	"313Ca"	0.10
"L.BE"	"313Cb"	0.06
"L.BE"	"313Cc"	0.09
"L.BE"	"313Cd"	0.08
"L.BE"	"315Aa"	0.02
"L.BE"	"315Ab"	0.03
"L.BE"	"315Ba"	0.02
"L.BE"	"315Bb"	0.09
"L.BE"	"315Cb"	0.29
"L.BE"	"315Cc"	0.22
"L.BE"	"315Cd"	0.22
"L.BE"	"315Ce"	0.24
"L.BE"	"315Cf"	0.24
"L.BE"	"315Da"	0.27
"L.BE"	"315Db"	0.24
"L.BE"	"315Dc"	0.22
"L.BE"	"315Ea"	0.35
"L.BE"	"315Eb"	0.36
"L.BE"	"315Ec"	0.33
"L.BE"	"315Ed"	0.20
"L.BE"	"315Ef"	0.78
"L.BE"	"315Eg"	0.98
"L.BE"	"315Fb"	0.02
"L.BE"	"315Fc"	0.20
"L.BE"	"315Ga"	0.28
"L.BE"	"321Aa"	0.37
"L.BE"	"321Ab"	0.21
"L.BE"	"321Ac"	0.11
"L.BE"	"321Ad"	0.01
"L.BE"	"321Ae"	0.01
"L.BE"	"321Af"	0.06
"L.BE"	"321Ag"	0.02
"L.BE"	"321Ah"	0.07
"L.BE"	"321Ai"	0.15
"L.BE"	"321Aj"	0.14
"L.BE"	"321Ak"	0.20
"L.BE"	"321Al"	0.20
"L.BE"	"321Am"	0.14
"L.BE"	"321Ba"	0.24
"L.BE"	"322Ab"	0.01
"L.BE"	"322Ac"	5.89649579757954e-03
"L.BE"	"322Ad"	6.20322461052162e-03
"L.BE"	"322Ae"	1.54071485381052e-04
"L.BE"	"322Af"	0.07
"L.BE"	"322Ag"	0.12
"L.BE"	"322Ah"	0.10
"L.BE"	"322Ai"	0.10
"L.BE"	"322Aj"	0.09
"L.BE"	"322Ak"	0.08
"L.BE"	"322Al"	0.10
"L.BE"	"322Am"	0.07
"L.BE"	"322An"	0.10
"L.BE"	"322Ao"	0.10
"L.BE"	"322Ap"	0.13
"L.BE"	"322Aq"	0.01
"L.BE"	"322As"	0.01
"L.BE"	"322At"	0.01
"L.BE"	"322Au"	0.06
"L.BE"	"322Av"	0.06
"L.BE"	"322Aw"	0.01
"L.BE"	"322Ax"	0.03
"L.BE"	"322Ay"	1.24081910796175e-03
"L.BE"	"322Az"	2.09653413345864e-04
"L.BE"	"322Ba"	0.11
"L.BE"	"322Bb"	0.14
"L.BE"	"322Bc"	0.14
"L.BE"	"322Bd"	0.15
"L.BE"	"322Be"	0.20
"L.BE"	"322Bf"	0.21
"L.BE"	"322Bh"	0.19
"L.BE"	"322Ca"	0.16
"L.BE"	"322Cb"	0.25
"L.BE"	"322Cc"	0.29
"L.BE"	"322Cd"	0.29
"L.BE"	"322Ce"	0.29
"L.BE"	"332Ea"	4.77517678766171e-03
"L.BE"	"332Fb"	0.22
"L.BE"	"332Fc"	0.06
"L.BE"	"332Fd"	0.31
"L.BE"	"341Dk"	1.24899837694889e-03
"L.BE"	"411Ab"	1.69
"L.BE"	"411Ac"	2.24
"L.BE"	"411Ad"	2.03
"L.BE"	"411Ae"	2.46
"L.BE"	"411Af"	1.66
"L.BE"	"M211Cb"	0.01
"L.BE"	"M211Cc"	2.16862458653386e-03
"L.BE"	"M211Db"	0.02
"L.BE"	"M211Dc"	0.02
"L.BE"	"M211Dd"	0.04
"L.BE"	"M211De"	0.08
"L.BE"	"M211Df"	0.08
"L.BE"	"M221Aa"	0.06
"L.BE"	"M221Ab"	0.08
"L.BE"	"M221Ac"	0.01
"L.BE"	"M221Ad"	0.04
"L.BE"	"M221Ba"	8.6925082383519e-03
"L.BE"	"M221Bb"	7.90042699796624e-03
"L.BE"	"M221Bc"	1.341470461651e-03
"L.BE"	"M221Bd"	8.51162272210747e-04
"L.BE"	"M221Be"	0.02
"L.BE"	"M221Bf"	4.97029631190791e-03
"L.BE"	"M221Ca"	0.14
"L.BE"	"M221Cb"	0.10
"L.BE"	"M221Cc"	0.21
"L.BE"	"M221Cd"	0.28
"L.BE"	"M221Ce"	0.25
"L.BE"	"M221Da"	0.10
"L.BE"	"M221Db"	0.09
"L.BE"	"M221Dc"	0.18
"L.BE"	"M221Dd"	0.24
"L.BE"	"M223Aa"	0.29
"L.BE"	"M223Ab"	0.43
"L.BE"	"M231Aa"	0.53
"L.BE"	"M231Ab"	0.45
"L.BE"	"M231Ac"	0.57
"L.BE"	"M231Ad"	0.54
"L.BE"	"M242Aa"	9.55056449955597e-03
"L.BE"	"M242Ag"	2.6620095011249e-05
"L.BE"	"M242Ah"	0.15
"L.BE"	"M242Bb"	7.08244026674196e-04
"L.BE"	"M242Be"	5.36511325228219e-03
"L.BE"	"M242Bg"	0.08
"L.BE"	"M261Aa"	0.16
"L.BE"	"M261Ab"	0.21
"L.BE"	"M261Ac"	0.11
"L.BE"	"M261Ad"	0.15
"L.BE"	"M261Ae"	0.10
"L.BE"	"M261Af"	0.11
"L.BE"	"M261Ag"	0.10
"L.BE"	"M261Ah"	0.10
"L.BE"	"M261Ai"	0.11
"L.BE"	"M261Aj"	0.11
"L.BE"	"M261Ao"	0.09
"L.BE"	"M261Ap"	0.10
"L.BE"	"M261Aq"	0.14
"L.BE"	"M261Ar"	0.12
"L.BE"	"M261Au"	0.13
"L.BE"	"M261Av"	0.12
"L.BE"	"M261Ay"	0.17
"L.BE"	"M261Ba"	0.11
"L.BE"	"M261Bb"	0.12
"L.BE"	"M261Bd"	0.07
"L.BE"	"M261Bf"	0.16
"L.BE"	"M261Ca"	0.12
"L.BE"	"M261Cb"	0.11
"L.BE"	"M261Cc"	0.10
"L.BE"	"M261Da"	0.10
"L.BE"	"M261Db"	0.10
"L.BE"	"M261Dd"	5.04428811260276e-03
"L.BE"	"M261Df"	0.10
"L.BE"	"M261Dh"	0.06
"L.BE"	"M261Di"	0.10
"L.BE"	"M261Dj"	0.10
"L.BE"	"M261Dl"	0.11
"L.BE"	"M261Dm"	0.09
"L.BE"	"M261Ea"	0.07
"L.BE"	"M261Eb"	0.06
"L.BE"	"M261Ec"	0.10
"L.BE"	"M261Ed"	0.10
"L.BE"	"M261Ee"	0.11
"L.BE"	"M261Ef"	0.12
"L.BE"	"M261Eg"	0.07
"L.BE"	"M261Eh"	0.07
"L.BE"	"M261Ei"	0.09
"L.BE"	"M261Ej"	0.07
"L.BE"	"M261Ek"	0.02
"L.BE"	"M261El"	0.05
"L.BE"	"M261Em"	0.06
"L.BE"	"M261Eo"	0.06
"L.BE"	"M261Ep"	0.07
"L.BE"	"M261Eq"	0.08
"L.BE"	"M261Er"	0.04
"L.BE"	"M261Es"	0.11
"L.BE"	"M261Et"	9.74618126318252e-03
"L.BE"	"M261Eu"	0.05
"L.BE"	"M261Fa"	0.12
"L.BE"	"M261Fb"	0.08
"L.BE"	"M261Fc"	0.07
"L.BE"	"M261Fd"	0.10
"L.BE"	"M261Fe"	0.11
"L.BE"	"M261Ga"	0.01
"L.BE"	"M261Gd"	2.63662613544422e-03
"L.BE"	"M261Gj"	0.01
"L.BE"	"M262Aa"	0.27
"L.BE"	"M262Ab"	0.26
"L.BE"	"M262Ac"	0.21
"L.BE"	"M262Ad"	0.16
"L.BE"	"M262Ae"	0.25
"L.BE"	"M262Af"	0.26
"L.BE"	"M262Ag"	0.08
"L.BE"	"M262Ah"	0.25
"L.BE"	"M262Ai"	0.25
"L.BE"	"M262Aj"	0.25
"L.BE"	"M262Ak"	0.14
"L.BE"	"M262Ba"	0.25
"L.BE"	"M262Bb"	0.22
"L.BE"	"M262Bc"	0.21
"L.BE"	"M262Bd"	0.19
"L.BE"	"M262Be"	0.19
"L.BE"	"M262Bf"	0.18
"L.BE"	"M262Bg"	0.11
"L.BE"	"M262Bh"	0.10
"L.BE"	"M262Bi"	0.12
"L.BE"	"M262Bj"	0.12
"L.BE"	"M262Bk"	0.14
"L.BE"	"M262Bl"	0.15
"L.BE"	"M262Bm"	0.14
"L.BE"	"M262Bn"	0.22
"L.BE"	"M262Bo"	0.22
"L.BE"	"M262Bp"	0.20
"L.BE"	"M313Ad"	0.01
"L.BE"	"M313Ae"	7.64262455109723e-03
"L.BE"	"M313Af"	0.03
"L.BE"	"M313Ag"	0.01
"L.BE"	"M313Ah"	7.63330079978041e-03
"L.BE"	"M313Ak"	4.51653494538382e-03
"L.BE"	"M313Al"	9.87302345858401e-04
"L.BE"	"M313Ba"	0.04
"L.BE"	"M313Bb"	0.02
"L.ME"	"255Ba"	3.67005598011464e-04
"L.ME"	"255Ca"	8.95711022209768e-04
"L.ME"	"255Ec"	9.83528906856512e-03
"L.ME"	"255Ed"	4.58741335732697e-03
"L.ME"	"315Ba"	4.36680810674479e-03
"L.ME"	"315Cb"	4.62968138532434e-04
"L.ME"	"315Cc"	7.4132776756781e-03
"L.ME"	"315Cd"	0.06
"L.ME"	"315Da"	0.01
"L.ME"	"315Db"	0.09
"L.ME"	"315Dc"	0.01
"L.ME"	"315Ea"	0.05
"L.ME"	"315Eb"	0.12
"L.ME"	"315Ec"	0.15
"L.ME"	"315Ed"	0.09
"L.ME"	"315Ef"	0.08
"L.ME"	"315Eg"	0.05
"L.ME"	"315Ga"	0.01
"L.ME"	"321Ba"	0.03
"L.U"	"232Da"	0.02
"L.U"	"232Ga"	0.02
"L.U"	"232Gb"	0.04
"L.U"	"232Gc"	4.06280991251965e-03
"L.U"	"255Dc"	0.02
"L.U"	"315Ea"	0.11
"L.U"	"315Eb"	0.09
"L.U"	"315Ec"	0.06
"L.U"	"315Ed"	5.94313694793784e-03
"L.U"	"315Ef"	0.09
"L.U"	"315Eg"	0.11
"L.U"	"411Ab"	0.10
"L.U"	"411Ac"	0.08
"L.U"	"411Ad"	0.09
"L.U"	"411Ae"	0.11
"L.U"	"411Af"	0.09
"S.BD"	"211Aa"	7.83
"S.BD"	"211Ab"	7.43
"S.BD"	"211Ba"	9.07
"S.BD"	"211Bb"	8.61
"S.BD"	"211Ca"	9.06
"S.BD"	"211Cb"	9.10
"S.BD"	"211Da"	8.57
"S.BD"	"211Db"	8.01
"S.BD"	"211Dc"	8.77
"S.BD"	"211Ea"	6.74
"S.BD"	"211Eb"	6.93
"S.BD"	"211Ec"	8.11
"S.BD"	"211Ed"	7.68
"S.BD"	"211Ee"	7.30
"S.BD"	"211Fa"	7.55
"S.BD"	"211Fb"	7.46
"S.BD"	"211Fc"	7.21
"S.BD"	"211Fd"	7.45
"S.BD"	"211Ff"	7.50
"S.BD"	"211Ga"	8.02
"S.BD"	"211Gb"	8.07
"S.BD"	"211Ia"	6.92
"S.BD"	"211Ib"	7.14
"S.BD"	"211Ja"	7.77
"S.BD"	"211Jb"	7.71
"S.BD"	"211Jc"	8.07
"S.BD"	"211Jd"	7.14
"S.BD"	"212Ha"	7.02
"S.BD"	"212Hb"	6.85
"S.BD"	"212Hc"	7.60
"S.BD"	"212Hd"	7.76
"S.BD"	"212He"	8.14
"S.BD"	"212Hf"	7.61
"S.BD"	"212Hg"	8.61
"S.BD"	"212Hh"	7.55
"S.BD"	"212Hi"	7.94
"S.BD"	"212Hj"	8.03
"S.BD"	"212Hk"	8.22
"S.BD"	"212Hl"	7.99
"S.BD"	"212Hm"	8.29
"S.BD"	"212Jb"	8.22
"S.BD"	"212Jc"	8.17
"S.BD"	"212Jo"	8.37
"S.BD"	"212Ka"	8.43
"S.BD"	"212Kb"	7.81
"S.BD"	"212La"	7.83
"S.BD"	"212Lb"	7.85
"S.BD"	"212Lc"	7.93
"S.BD"	"212Ld"	7.99
"S.BD"	"212Le"	7.89
"S.BD"	"212Ma"	7.71
"S.BD"	"212Mb"	7.34
"S.BD"	"212Na"	7.73
"S.BD"	"212Nb"	7.75
"S.BD"	"212Nc"	7.76
"S.BD"	"212Nd"	7.87
"S.BD"	"212Qa"	7.53
"S.BD"	"212Qb"	7.67
"S.BD"	"212Qc"	7.90
"S.BD"	"212Qd"	7.82
"S.BD"	"212Ra"	7.77
"S.BD"	"212Rb"	7.71
"S.BD"	"212Rc"	7.40
"S.BD"	"212Rd"	7.20
"S.BD"	"212Re"	7.45
"S.BD"	"212Sb"	8.01
"S.BD"	"212Sc"	8.02
"S.BD"	"212Sn"	7.96
"S.BD"	"212Sq"	8.09
"S.BD"	"212Ta"	8.14
"S.BD"	"212Tb"	8.04
"S.BD"	"212Tc"	8.37
"S.BD"	"212Te"	7.74
"S.BD"	"212Tf"	7.92
"S.BD"	"212Xa"	8.20
"S.BD"	"212Xb"	8.47
"S.BD"	"212Xc"	7.68
"S.BD"	"212Xd"	7.92
"S.BD"	"212Xe"	7.58
"S.BD"	"212Xf"	8.20
"S.BD"	"212Xq"	7.64
"S.BD"	"212Ya"	8.35
"S.BD"	"212Za"	7.73
"S.BD"	"212Zb"	6.75
"S.BD"	"212Zc"	7.31
"S.BD"	"221Aa"	7.18
"S.BD"	"221Ab"	7.19
"S.BD"	"221Ac"	6.75
"S.BD"	"221Ad"	6.42
"S.BD"	"221Ae"	6.75
"S.BD"	"221Af"	7.02
"S.BD"	"221Ag"	6.92
"S.BD"	"221Ah"	7.61
"S.BD"	"221Ai"	7.86
"S.BD"	"221Ak"	8.00
"S.BD"	"221Al"	8.40
"S.BD"	"221Am"	6.91
"S.BD"	"221An"	6.29
"S.BD"	"221Ba"	6.79
"S.BD"	"221Bb"	6.97
"S.BD"	"221Bc"	6.79
