"","Alabama","Alaska","Alberta","Antarctic_Continent","Arabian_Peninsula","Arizona","Arkansas","Australia","Brazil","British_Columbia","California","Caribbean","Caucasus","China","Colorado","Connecticut","Delaware","District_of_Columbia","East_Europe","East_Tropical_Africa","Eastern_Asia","Eastern_Canada","Florida","Georgia","Hawaii","Idaho","Illinois","Indian_Subcontinent","Indiana","Indo.China","Iowa","Kansas","Kentucky","Louisiana","Macaronesia","Maine","Malesia","Manitoba","Maryland","Massachusetts","Mesoamerica","Michigan","Middle_Asia","Middle_Atlantic_Ocean","Middle_Europe","Minnesota","Mississippi","Missouri","Mongolia","Montana","Nebraska","Nevada","New_Brunswick","New_Hampshire","New_Jersey","New_Mexico","New_York","New_Zealand","Newfoundland","North_Carolina","North_Dakota","North_Indian_Ocean","North.Central_Pacific","Northeast_Tropical_Africa","Northern_Africa","Northern_Europe","Northern_Mexico","Northern_South_America","Northwest_Territory","Northwestern_Pacific","Nova_Scotia","Nunavut","Ohio","Oklahoma","Ontario","Oregon","Pennsylvania","Prince_Edward_Island","Quebec","Rhode_Island","Russian_Far_East","Saskatchewan","Siberia","South_Carolina","South_Dakota","South_Tropical_Africa","South.Central_Pacific","Southeastern_Europe","Southern_Africa","Southern_Mexico","Southern_South_America","Southwestern_Europe","Southwestern_Pacific","Subantarctic_Islands","Subarctic_America","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West_Tropical_Africa","West_Virginia","West.Central_Tropical_Africa","Western_Asia","Western_Indian_Ocean","Western_South_America","Wisconsin","Wyoming","Yukon_Territory"
"Indiana",0.221017514595496,0.539884393063584,0.423274974253347,0.988990825688073,0.805907172995781,0.504643962848297,0.192982456140351,0.840631730078966,0.776275353411186,0.42526518804243,0.510416666666667,0.736951983298539,0.624610591900312,0.689540937056318,0.438848920863309,0.187071498530852,0.212550607287449,0.544943820224719,0.609230769230769,0.800904977375566,0.617021276595745,0.886206896551724,0.389147286821705,0.23630417007359,0.849372384937239,0.443695861405197,0.0707964601769911,0.729912875121007,0,0.759671746776084,0.162882527147088,0.246971109040075,0.118552036199095,0.271453590192644,0.746781115879828,0.244712990936556,0.807304785894207,0.339563862928349,0.15031503150315,0.185978578383642,0.716354858177429,0.149295774647887,0.648293963254593,0.992714025500911,0.598689598689599,0.206106870229008,0.252863436123348,0.144888888888889,0.638682252922423,0.408045977011494,0.272547076313181,0.504072398190045,0.339285714285714,0.235116044399596,0.170638703527169,0.480645161290323,0.162661737523105,0.885634588563459,0.489868891537545,0.204620462046205,0.346320346320346,0.932975871313673,0.996309963099631,0.789049919484702,0.702743902439024,0.579139981701738,0.601016518424396,0.794502617801047,0.565,0.928263988522238,0.341490545050056,0.893835616438356,0.0821791320406279,0.238983050847458,0.195914577530176,0.467023172905526,0.126478616924477,0.446384039900249,0.281342546890424,0.230769230769231,0.51219512195122,0.394456289978678,0.591536338546458,0.243840271877655,0.32,0.829947328818661,0.937007874015748,0.635734072022161,0.828947368421053,0.669301712779974,0.720159151193634,0.632183908045977,0.884615384615385,0.960992907801418,0.780120481927711,0.151567944250871,0.400271370420624,0.479500891265597,0.213346814964611,0.164406779661017,0.437383177570093,0.845386533665835,0.139886578449905,0.824451410658307,0.66514657980456,0.831472081218274,0.773874862788145,0.153846153846154,0.438159156279962,0.58578431372549
"Indo.China",0.733406472846956,0.854936198791135,0.83448275862069,1,0.758269720101781,0.813152400835073,0.736961451247165,0.577590480912246,0.775211017325633,0.82059000602047,0.813008130081301,0.744784085395439,0.785115303983228,0.297771282426014,0.835253456221198,0.773860182370821,0.766749379652605,0.868263473053892,0.787941787941788,0.601025641025641,0.372410753635963,0.971760797342193,0.71055381400209,0.727125067677315,0.861297539149888,0.835237522549609,0.758266818700114,0.260223048327138,0.759671746776084,0,0.783750763591937,0.784325279905716,0.751301330248699,0.73272933182333,0.825192802056555,0.779839208410637,0.231464737793852,0.822306238185255,0.736023054755043,0.772259236826166,0.735203857957036,0.775014801657786,0.803056027164686,0.994884910485934,0.794037940379404,0.779904306220096,0.732802728823195,0.753001715265866,0.817252396166134,0.832134292565947,0.795468462951623,0.835743204164257,0.8,0.775851393188855,0.754931261207412,0.817596566523605,0.754982415005862,0.91648023862789,0.845522898154477,0.727668845315904,0.832041343669251,0.715328467153285,0.998284734133791,0.622722400857449,0.761363636363636,0.812463599301107,0.787079162875341,0.763940520446097,0.876404494382023,0.792581377744133,0.801707156927118,0.973509933774834,0.759812536613943,0.752771618625277,0.770723104056437,0.824742268041237,0.750435287289611,0.841514726507714,0.781307269395235,0.776796973518285,0.751364463311098,0.837387964148528,0.811805961426067,0.736812881732371,0.810344827586207,0.621095750128008,0.880857823669579,0.779497098646035,0.678714859437751,0.750700280112045,0.771106941838649,0.777777777777778,0.660477453580902,0.993265993265993,0.930124223602484,0.742663656884876,0.746425166825548,0.838487972508591,0.778053316800992,0.733924611973392,0.824085005903188,0.638752052545156,0.762187871581451,0.643157894736842,0.716535433070866,0.64947172156619,0.764513491414554,0.777644230769231,0.842831433713257,0.881944444444444
"Iowa",0.315044247787611,0.50251256281407,0.365853658536585,0.991596638655462,0.806598407281001,0.486508585445626,0.264239028944911,0.854984894259819,0.803594351732991,0.390495867768595,0.504313725490196,0.769005847953216,0.614814814814815,0.714285714285714,0.37679769894535,0.216386554621849,0.268770402611534,0.545878693623639,0.608448415922015,0.815433571996818,0.643401015228426,0.870841487279843,0.462735462735463,0.339688041594454,0.851851851851852,0.404123711340206,0.157398680490104,0.748622934401602,0.162882527147088,0.783750763591937,0,0.219123505976096,0.222007722007722,0.349487418452936,0.745075318655852,0.261904761904762,0.832784726793943,0.277404921700224,0.243761996161228,0.219206680584551,0.743073047858942,0.176706827309237,0.625698324022346,0.995833333333333,0.595486111111111,0.139938712972421,0.337711069418386,0.195075757575758,0.607798165137615,0.36,0.180851063829787,0.478764478764479,0.347037484885127,0.255965292841649,0.218367346938776,0.441502988898377,0.200394866732478,0.882716049382716,0.475324675324675,0.301837270341207,0.258479532163743,0.943870014771049,1,0.807331628303495,0.702333065164924,0.576171875,0.617275747508306,0.814941740918437,0.515731874145007,0.93312101910828,0.349397590361446,0.89126213592233,0.171597633136095,0.27992799279928,0.206349206349206,0.439696106362773,0.186407766990291,0.451568894952251,0.275423728813559,0.256438969764838,0.49163179916318,0.327963176064442,0.567779960707269,0.333935018050542,0.226638023630505,0.841269841269841,0.943462897526502,0.640727272727273,0.835257890685142,0.697722567287785,0.738707435719249,0.63567649281935,0.899386503067485,0.955555555555556,0.761344537815126,0.254865616311399,0.44626334519573,0.437796771130104,0.221739130434783,0.254725472547255,0.408591408591409,0.860670194003527,0.20525783619818,0.834299917149959,0.667121418826739,0.847161572052402,0.793496862521392,0.132852729145211,0.365503080082136,0.528781793842035
"Kansas",0.290756302521008,0.626168224299065,0.453222453222453,0.992537313432836,0.787007454739084,0.409197194076383,0.206012378426172,0.828034682080925,0.766378244746601,0.480544747081712,0.474157303370787,0.7296918767507,0.669019607843137,0.733840304182509,0.341795104261106,0.345849802371542,0.360572012257406,0.604551920341394,0.670023237800155,0.788914198936978,0.677261613691931,0.898423817863398,0.422326307572209,0.316309719934102,0.844632768361582,0.460194174757282,0.225691347011597,0.748176956733106,0.246971109040075,0.784325279905716,0.219123505976096,0,0.266423357664234,0.293909973521624,0.752979414951246,0.402439024390244,0.81760607979734,0.40461215932914,0.315789473684211,0.343811394891945,0.713592233009709,0.320075757575758,0.670194003527337,0.992592592592593,0.661716171617162,0.299326275264678,0.303730017761989,0.175627240143369,0.680257510729614,0.410628019323671,0.17,0.434306569343066,0.492671927846674,0.40122199592668,0.330769230769231,0.372867587327376,0.325256290773532,0.889830508474576,0.621686746987952,0.328345802161264,0.309289617486339,0.926729986431479,0.99624765478424,0.772911597729116,0.708365310821182,0.653136531365314,0.524600638977636,0.780118499012508,0.640960809102402,0.918604651162791,0.503370786516854,0.91304347826087,0.281191806331471,0.14602903501281,0.348314606741573,0.478885893980234,0.300917431192661,0.591424968474149,0.424302788844622,0.383001049317943,0.594488188976378,0.416576964477933,0.641929499072356,0.321917808219178,0.261352169525732,0.812121212121212,0.945686900958466,0.69198606271777,0.813097866077998,0.640821736249172,0.685123415610407,0.68763557483731,0.881142857142857,0.967567567567568,0.819847328244275,0.290605794556629,0.326962457337884,0.421383647798742,0.377551020408163,0.315115286080273,0.470311027332705,0.829145728643216,0.315538608198284,0.813733228097869,0.690694626474443,0.825819672131147,0.75399889685604,0.295829291949564,0.402321083172147,0.657992565055762
"Kentucky",0.166939443535188,0.592342342342342,0.482897384305835,0.992957746478873,0.806385169927909,0.526996197718631,0.165950128976784,0.840395480225989,0.763636363636364,0.471698113207547,0.530358449158742,0.724657534246575,0.652639632746748,0.694756554307116,0.476651982378855,0.239463601532567,0.214638971315529,0.553741496598639,0.64474678760393,0.796886582653818,0.622302158273381,0.897180762852405,0.338918507235339,0.179775280898876,0.859459459459459,0.485875706214689,0.125758889852559,0.732886548587841,0.118552036199095,0.751301330248699,0.222007722007722,0.266423357664234,0,0.232618025751073,0.767539267015707,0.303149606299213,0.801365611421477,0.413793103448276,0.135802469135802,0.241904761904762,0.705952380952381,0.222426470588235,0.677530017152659,0.993006993006993,0.631832797427653,0.277310924369748,0.20552677029361,0.153310104529617,0.670124481327801,0.454545454545455,0.313953488372093,0.537234042553192,0.410228509249184,0.297830374753452,0.203358208955224,0.505938242280285,0.203619909502262,0.897297297297297,0.54292343387471,0.165991902834008,0.421330517423442,0.934980494148244,0.99646017699115,0.788142292490119,0.725842696629214,0.623655913978495,0.596743894802755,0.778207607994842,0.633049817739976,0.922222222222222,0.405639913232104,0.907742998352554,0.122965641952984,0.231920199501247,0.265454545454545,0.500436681222707,0.151515151515152,0.507878787878788,0.343629343629344,0.271065989847716,0.543893129770992,0.473465140478668,0.625225225225225,0.193333333333333,0.380254154447703,0.818047337278107,0.939209726443769,0.664621676891616,0.821710999281093,0.657365347177158,0.706074461136512,0.660777385159011,0.885336273428886,0.969335604770017,0.810771470160116,0.0794192997438087,0.382765531062124,0.521397379912664,0.270750988142292,0.13050706566916,0.476669716376944,0.840130505709625,0.132284921369103,0.818321785989222,0.681643132220796,0.829365079365079,0.761517615176152,0.22483537158984,0.48780487804878,0.644815256257449
"Louisiana",0.118347895154885,0.697297297297297,0.590688651794374,0.996694214876033,0.779761904761905,0.535502958579882,0.155,0.797660013764625,0.704801422643746,0.584320875113947,0.576923076923077,0.621910487641951,0.699404761904762,0.708237459733088,0.52901023890785,0.37095282146161,0.288167938931298,0.603626943005181,0.701470588235294,0.759018759018759,0.644574780058651,0.9125,0.217777777777778,0.145752143413874,0.848133848133848,0.586897179253867,0.265546218487395,0.725305738476011,0.271453590192644,0.73272933182333,0.349487418452936,0.293909973521624,0.232618025751073,0,0.76008064516129,0.426400759734093,0.765776699029126,0.528836754643206,0.248505550811272,0.367065317387305,0.629586488060571,0.368888888888889,0.72069825436409,0.990147783251232,0.687743950039032,0.415162454873646,0.0828451882845188,0.215189873417722,0.736263736263736,0.556159420289855,0.38821328344247,0.584549356223176,0.52092050209205,0.419600380589914,0.296663660955816,0.518461538461538,0.334500875656743,0.907335907335907,0.6440489432703,0.180817610062893,0.5,0.910669975186104,0.996677740863787,0.741935483870968,0.721574344023324,0.682567215958369,0.547123623011016,0.704030226700252,0.711627906976744,0.899603698811096,0.516162669447341,0.934782608695652,0.293088363954506,0.217741935483871,0.403693931398417,0.576988155668359,0.309749784296808,0.603248259860789,0.4762348555452,0.373776908023483,0.655299539170507,0.559118236472946,0.69485614646905,0.139854486661277,0.454716981132075,0.775377969762419,0.919424460431655,0.710106382978723,0.782913165266106,0.5893536121673,0.650510204081633,0.707988980716253,0.847457627118644,0.977564102564103,0.853591160220994,0.213576158940397,0.276401564537158,0.575296108291032,0.429933269780744,0.219354838709677,0.573451327433628,0.783056215360253,0.32737030411449,0.776946107784431,0.701567398119122,0.783732057416268,0.695005313496281,0.38,0.56844968268359,0.735159817351598
"Macaronesia",0.775023832221163,0.767832167832168,0.756394640682095,0.989873417721519,0.566416040100251,0.779334500875657,0.761616161616162,0.814963797264682,0.870006770480704,0.740698985343856,0.770519262981575,0.864801864801865,0.548500881834215,0.776872134488028,0.773388773388773,0.7451205510907,0.751789976133652,0.839857651245552,0.56695652173913,0.732993197278912,0.760535117056856,0.934883720930233,0.785964912280702,0.761416589002796,0.851851851851852,0.763779527559055,0.755102040816326,0.730688935281837,0.746781115879828,0.825192802056555,0.745075318655852,0.752979414951246,0.767539267015707,0.76008064516129,0,0.736654804270463,0.84144645340751,0.751537515375154,0.739854318418314,0.735461801596351,0.85799601857996,0.750819672131148,0.59718026183283,0.979949874686717,0.553688141923436,0.748329621380846,0.766497461928934,0.755897435897436,0.686472819216182,0.767337807606264,0.755529685681024,0.76544502617801,0.731903485254692,0.738406658739596,0.739710789766407,0.774311926605505,0.746781115879828,0.873015873015873,0.750362844702467,0.751412429378531,0.754521963824289,0.942953020134228,0.994897959183674,0.653846153846154,0.416523235800344,0.537645811240721,0.814606741573034,0.88388969521045,0.775384615384615,0.923217550274223,0.740987983978638,0.921658986175115,0.744908896034298,0.755339805825243,0.749730312837109,0.759259259259259,0.740779768177028,0.760736196319018,0.735805330243337,0.738916256157635,0.730285714285714,0.758883248730964,0.667022411953042,0.764362220058423,0.752941176470588,0.765903307888041,0.934020618556701,0.51468315301391,0.750410509031199,0.845029239766082,0.824742268041237,0.491143317230274,0.891008174386921,0.951690821256039,0.848249027237354,0.759519038076152,0.780966767371601,0.769547325102881,0.756853396901073,0.755339805825243,0.752173913043478,0.773979107312441,0.759911894273128,0.781527531083481,0.524909747292419,0.796407185628742,0.864832535885168,0.746067415730337,0.767077267637178,0.783783783783784
"Maine",0.394594594594595,0.40979381443299,0.349206349206349,0.986842105263158,0.830034924330617,0.556109725685786,0.389153187440533,0.857361963190184,0.837451235370611,0.350210970464135,0.51394422310757,0.793768545994065,0.601673640167364,0.702569169960474,0.44672531769306,0.120171673819742,0.252502780867631,0.550561797752809,0.554087530966144,0.836701697655618,0.607969151670951,0.841140529531568,0.502081598667777,0.389770723104056,0.856687898089172,0.402105263157895,0.266090297790586,0.749114820435003,0.244712990936556,0.779839208410637,0.261904761904762,0.402439024390244,0.303149606299213,0.426400759734093,0.736654804270463,0,0.830553702468312,0.247139588100687,0.2426614481409,0.11727078891258,0.772959183673469,0.161885245901639,0.629981024667932,0.995652173913044,0.545936395759717,0.194994786235662,0.403441682600382,0.347490347490348,0.589201877934272,0.367539267015707,0.36304347826087,0.52755905511811,0.147459727385378,0.0665188470066519,0.191666666666667,0.527367506516073,0.141993957703928,0.869426751592357,0.290666666666667,0.317898486197685,0.350898203592814,0.951293759512938,1,0.830008673026886,0.697465249386754,0.49601593625498,0.684848484848485,0.848505906879778,0.448663853727145,0.934210526315789,0.160493827160494,0.846464646464646,0.215291750503018,0.426214482126489,0.151821862348178,0.417231364956438,0.19009900990099,0.287517531556802,0.121212121212121,0.127147766323024,0.435897435897436,0.321554770318021,0.519038076152305,0.378676470588235,0.332601536772777,0.866129032258064,0.945054945054945,0.60590405904059,0.849882720875684,0.741077676696991,0.770260747004933,0.594781273983116,0.909433962264151,0.949473684210526,0.666086956521739,0.323890462700661,0.535018050541516,0.49080348499516,0.102222222222222,0.281393217231897,0.384301732925586,0.872531418312388,0.240454076367389,0.853411962931761,0.665283540802213,0.870535714285714,0.818811309867282,0.167192429022082,0.412997903563941,0.452544704264099
"Malesia",0.779472140762463,0.909555069292487,0.883547731888964,0.998097050428164,0.757909215955983,0.840934371523915,0.775212636695018,0.466034755134281,0.758087201125176,0.869086195722618,0.856216216216216,0.724137931034483,0.842458100558659,0.450171821305842,0.872682323856613,0.820563195808775,0.808567603748327,0.888341543513957,0.84828349944629,0.591703056768559,0.462575546257555,0.977900552486188,0.738307349665924,0.774436090225564,0.839738348323794,0.875728155339806,0.806845965770171,0.378693623639191,0.807304785894207,0.231464737793852,0.832784726793943,0.81760607979734,0.801365611421477,0.765776699029126,0.84144645340751,0.830553702468312,0,0.866575901974132,0.788497217068646,0.821265492498369,0.722607489597781,0.825588796944621,0.850818677986659,0.992417061611374,0.851766068326578,0.832689832689833,0.768433881779403,0.795217657878602,0.879751209398756,0.88,0.838943894389439,0.868404717566729,0.848787446504993,0.827655310621243,0.803215434083601,0.849942726231386,0.811083123425693,0.875715453802126,0.885501858736059,0.777648428405122,0.867132867132867,0.696485623003195,0.998091603053435,0.617848970251716,0.7997799779978,0.862414008755472,0.801923076923077,0.745329400196657,0.909647779479326,0.753948462177889,0.849110320284697,0.98348623853211,0.808684707363121,0.790035587188612,0.826910928616551,0.872235872235872,0.804361370716511,0.882262996941896,0.838051349572087,0.818801089918256,0.822338340953625,0.876731301939058,0.869428750784683,0.780154486036839,0.856573705179283,0.608719346049046,0.851007887817704,0.838974358974359,0.669156883671291,0.75098814229249,0.760675273088381,0.835616438356164,0.559712230215827,0.986915887850467,0.953846153846154,0.79322853688029,0.777777777777778,0.872235872235872,0.832775919732441,0.787663107947805,0.866751269035533,0.630193095377414,0.818414322250639,0.632996632996633,0.785399314061734,0.60429242119383,0.753436426116838,0.830530401034929,0.883795997417689,0.924357034795764
"Manitoba",0.505555555555556,0.327077747989276,0.187793427230047,0.985915492957746,0.840772014475271,0.507246376811594,0.469147894221352,0.883830455259027,0.864721485411141,0.259259259259259,0.493877551020408,0.842185128983308,0.6,0.728184553660983,0.333333333333333,0.301552106430155,0.420023014959724,0.595278246205734,0.539373412362405,0.854183927091964,0.652686762778506,0.835140997830803,0.607173356105892,0.509057971014493,0.872909698996655,0.310869565217391,0.34322453016815,0.771956856702619,0.339563862928349,0.822306238185255,0.277404921700224,0.40461215932914,0.413793103448276,0.528836754643206,0.751537515375154,0.247139588100687,0.866575901974132,0,0.399193548387097,0.290748898678414,0.810143042912874,0.251585623678647,0.59765625,0.995348837209302,0.540834845735027,0.184068891280947,0.533464566929134,0.411530815109344,0.54014598540146,0.258378378378378,0.319101123595506,0.45841784989858,0.253539253539254,0.259174311926606,0.352688172043011,0.457627118644068,0.306334371754932,0.88628762541806,0.302777777777778,0.454711802378774,0.207453416149068,0.964912280701754,1,0.848619768477293,0.693210393964795,0.490759753593429,0.683848797250859,0.873669268985096,0.324522760646109,0.951557093425606,0.279487179487179,0.823655913978495,0.338174273858921,0.470311027332705,0.21294363256785,0.371884346959123,0.33469387755102,0.358711566617862,0.205816554809843,0.33570581257414,0.421633554083885,0.128205128205128,0.475206611570248,0.508506616257089,0.241770715096481,0.884297520661157,0.965116279069767,0.610566037735849,0.876701361088871,0.77698355968549,0.791216702663787,0.596229379418696,0.926797385620915,0.941573033707865,0.611009174311927,0.430515063168124,0.567527675276753,0.399800598205384,0.257471264367816,0.41564561734213,0.327024185068349,0.902214022140221,0.36741214057508,0.87381158167675,0.675141242937853,0.893764434180139,0.841456253669994,0.235613463626493,0.292207792207792,0.342898134863702
"Maryland",0.190553745928339,0.568232662192394,0.47,0.993031358885017,0.795291709314227,0.535200605601817,0.218135158254919,0.822784810126582,0.764492753623188,0.454033771106942,0.522214129643117,0.702592087312415,0.634424980959634,0.678804855275444,0.484662576687117,0.173333333333333,0.130776794493609,0.549257759784076,0.620767494356659,0.788929889298893,0.594982078853047,0.891625615763547,0.33131159969674,0.175718849840256,0.85254691689008,0.48501872659176,0.163071613459879,0.721241050119332,0.15031503150315,0.736023054755043,0.243761996161228,0.315789473684211,0.135802469135802,0.248505550811272,0.739854318418314,0.2426614481409,0.788497217068646,0.399193548387097,0,0.176136363636364,0.69632265717675,0.202925045703839,0.66382252559727,0.993079584775087,0.6064,0.262766945218199,0.214776632302405,0.207972270363951,0.65979381443299,0.457595526561044,0.341040462427746,0.53968253968254,0.347027027027027,0.229411764705882,0.116883116883117,0.519306540583136,0.137713771377138,0.89544235924933,0.495391705069124,0.118452860596293,0.420776495278069,0.932903225806452,0.996497373029772,0.77970102281668,0.706189410887398,0.591800356506239,0.605739238927012,0.771355170199101,0.604342581423402,0.914600550964187,0.34051724137931,0.911908646003263,0.127697841726619,0.27874276261373,0.21880650994575,0.482189400521286,0.108156028368794,0.446450060168472,0.287907869481766,0.198789101917255,0.529411764705882,0.458117890382627,0.611111111111111,0.172470978441128,0.387755102040816,0.810014727540501,0.933734939759036,0.646978954514596,0.811023622047244,0.661279896574014,0.711125569290826,0.638282899366643,0.868565169769989,0.96964586846543,0.795093795093795,0.14018691588785,0.399866932801065,0.516941789748045,0.233791748526523,0.0951199338296112,0.464968152866242,0.823051948051948,0.126034958601656,0.808429118773946,0.668797953964194,0.812623274161736,0.75472717450027,0.208606173994387,0.488805970149254,0.614201183431953
"Massachusetts",0.321678321678322,0.481481481481481,0.395196506550218,0.987755102040816,0.816349384098544,0.539207760711399,0.325345622119816,0.844544095665172,0.812977099236641,0.384928716904277,0.511249030256012,0.762662807525326,0.614320585842148,0.696793002915452,0.447492904446547,0.0476190476190476,0.187566988210075,0.531202435312024,0.583935742971888,0.825334382376082,0.611320754716981,0.855238095238095,0.447773279352227,0.313356164383562,0.848942598187311,0.432926829268293,0.194418604651163,0.74639482844356,0.185978578383642,0.772259236826166,0.219206680584551,0.343811394891945,0.241904761904762,0.367065317387305,0.735461801596351,0.11727078891258,0.821265492498369,0.290748898678414,0.176136363636364,0,0.745318352059925,0.138613861386139,0.645220588235294,0.995951417004049,0.567753001715266,0.188318227593152,0.340740740740741,0.280373831775701,0.618510158013544,0.39737108190091,0.327044025157233,0.525714285714286,0.215219976218787,0.10042735042735,0.122736418511066,0.515611814345992,0.0808179162609542,0.876132930513595,0.372448979591837,0.246326707000864,0.353279631760644,0.939218523878437,1,0.816343723673126,0.699284009546539,0.53757225433526,0.656352863726136,0.820773930753564,0.500671140939597,0.928348909657321,0.210900473933649,0.879017013232514,0.159533073929961,0.370666666666667,0.150684931506849,0.43767572633552,0.132183908045977,0.314591700133869,0.175365344467641,0.0937155457552371,0.468041237113402,0.361268403171008,0.558139534883721,0.311942959001783,0.33968253968254,0.85243328100471,0.941379310344828,0.622750179985601,0.84006092916984,0.712918660287081,0.746730901582932,0.612565445026178,0.893848009650181,0.952848722986248,0.730706075533662,0.258920402561757,0.486962649753347,0.493908153701968,0.113490364025696,0.217777777777778,0.408866995073892,0.860627177700348,0.190428713858425,0.844389844389844,0.668918918918919,0.849462365591398,0.795132993774759,0.141116751269036,0.439271255060729,0.52431011826544
"Mesoamerica",0.643742953776776,0.875,0.831824062095731,0.998214285714286,0.82403151674327,0.677557579003749,0.661807580174927,0.766260162601626,0.341507720254314,0.817617866004963,0.761334028139656,0.271371769383698,0.835395373856912,0.756696428571429,0.781861292234736,0.74812030075188,0.722328854766475,0.843045843045843,0.844266666666667,0.71383482377696,0.714414414414414,0.968831168831169,0.520643431635389,0.64182424916574,0.876160990712074,0.81908302354399,0.702052785923754,0.727375993941689,0.716354858177429,0.735203857957036,0.743073047858942,0.713592233009709,0.705952380952381,0.629586488060571,0.85799601857996,0.772959183673469,0.722607489597781,0.810143042912874,0.69632265717675,0.745318352059925,0,0.747560975609756,0.854481955762515,0.99288256227758,0.838530066815145,0.767097966728281,0.64093567251462,0.697647058823529,0.885224274406332,0.813465101914762,0.758838383838384,0.794047619047619,0.804214819850442,0.763729246487867,0.722906403940887,0.70137741046832,0.732045866022933,0.919504643962848,0.848656294200849,0.663122551762731,0.81320880587058,0.901589704769114,0.998209489704566,0.732526141992295,0.820879703232644,0.84652278177458,0.488134015821312,0.233475986685687,0.883636363636364,0.880503144654088,0.801899592944369,0.975841242450388,0.723763570566948,0.671794871794872,0.757869249394673,0.807896287566294,0.718040621266428,0.838779956427015,0.785894206549118,0.756668835393624,0.83375,0.824190350297422,0.864019253910951,0.654109589041096,0.787936507936508,0.720588235294118,0.920661157024793,0.83159980188212,0.760164693772517,0.245102723363593,0.450792126740278,0.833248601931876,0.819054146675805,0.984196663740123,0.935431799838579,0.693557748113755,0.580283064909712,0.79021803182086,0.768542199488491,0.688888888888889,0.809118541033435,0.725534308211474,0.739130434782609,0.725553754727175,0.816113744075829,0.764102564102564,0.24822695035461,0.753560371517028,0.817058096415328,0.893601725377426
"Michigan",0.326565143824027,0.445754716981132,0.339622641509434,0.988636363636364,0.821697099892589,0.509019607843137,0.300089047195013,0.848837209302326,0.816149068322981,0.347058823529412,0.492087415222306,0.777464788732394,0.599052880820837,0.683206106870229,0.406392694063927,0.143426294820717,0.246138002059732,0.556834532374101,0.56664068589244,0.821237585943468,0.605651105651106,0.875666074600355,0.459544383346426,0.323383084577114,0.854285714285714,0.389432485322896,0.160826594788859,0.735480722303563,0.149295774647887,0.775014801657786,0.176706827309237,0.320075757575758,0.222426470588235,0.368888888888889,0.750819672131148,0.161885245901639,0.825588796944621,0.251585623678647,0.202925045703839,0.138613861386139,0.747560975609756,0,0.628774422735346,0.992481203007519,0.553156146179402,0.138700290979631,0.348837209302326,0.256317689530686,0.595238095238095,0.34761441090555,0.300403225806452,0.494485294117647,0.255972696245734,0.160164271047228,0.166666666666667,0.475061324611611,0.12112676056338,0.882857142857143,0.384428223844282,0.268619246861925,0.320837927232635,0.94238683127572,0.996190476190476,0.812244897959184,0.68957528957529,0.522304832713755,0.65189466923571,0.830575777630708,0.476372924648787,0.935294117647059,0.263038548752834,0.876543209876543,0.135084427767355,0.344797936371453,0.0981132075471698,0.415384615384615,0.133086876155268,0.373248407643312,0.184738955823293,0.193650793650794,0.452380952380952,0.309446254071661,0.540186915887851,0.332758620689655,0.293997965412004,0.849085365853659,0.941747572815534,0.606166783461808,0.844559585492228,0.712191872085276,0.745137491616365,0.601454545454545,0.90080738177624,0.952468007312614,0.724884080370943,0.246684350132626,0.468771448181194,0.457013574660633,0.133744855967078,0.236457437661221,0.380816714150047,0.860033726812816,0.179634966378482,0.8395552025417,0.654808959156785,0.855371900826446,0.800554016620499,0.100684261974585,0.391812865497076,0.48936170212766
"Middle_Asia",0.720634920634921,0.596112311015119,0.59108527131783,0.99009900990099,0.653121902874133,0.676274944567627,0.703580349708576,0.852819807427785,0.881516587677725,0.590163934426229,0.648398576512455,0.873164218958612,0.238661710037175,0.56853725850966,0.614663256606991,0.646950092421442,0.679694947569113,0.803363518758085,0.275532696546657,0.809661139149243,0.63305978898007,0.921996879875195,0.743893412287195,0.708722741433022,0.894601542416452,0.610909090909091,0.64735516372796,0.576868829337094,0.648293963254593,0.803056027164686,0.625698324022346,0.670194003527337,0.677530017152659,0.72069825436409,0.59718026183283,0.629981024667932,0.850818677986659,0.59765625,0.66382252559727,0.645220588235294,0.854481955762515,0.628774422735346,0,0.99344262295082,0.34009360374415,0.615870153291253,0.722408026755853,0.66610455311973,0.355289421157685,0.607239819004525,0.631775700934579,0.626072041166381,0.621734587251829,0.633079847908745,0.65045045045045,0.654112221368178,0.637795275590551,0.910025706940874,0.633333333333333,0.676355066771406,0.616243654822335,0.952912019826518,1,0.745203376822717,0.395484340859432,0.395147313691508,0.772477064220183,0.8980490874764,0.626016260162602,0.944591029023747,0.635416666666667,0.897674418604651,0.645104895104895,0.687348912167607,0.615114235500879,0.621301775147929,0.639655172413793,0.68018539976825,0.601489757914339,0.659824046920821,0.488029465930018,0.607607607607608,0.29616724738676,0.712439418416801,0.604147031102733,0.853237410071942,0.971264367816092,0.343521594684385,0.833449965010497,0.83153894870171,0.81389420012747,0.36682725395733,0.928042328042328,0.9616,0.782068965517241,0.682382133995037,0.725081433224756,0.617920540997464,0.645714285714286,0.669621273166801,0.603890362511052,0.859177215189873,0.663985701519214,0.845923709798055,0.31077694235589,0.873804971319312,0.868295273499734,0.625794732061762,0.601449275362319,0.612314709236032
